name,affiliation,homepage,scholarid,orcid
Hagit Zabrodsky Hel-Or,University of Haifa,http://cs.haifa.ac.il/~hagit,GMM3-EUAAAAJ,0000-0000-0000-0000
Hai (Helen) Li,Duke University,https://ece.duke.edu/people/hai-helen-li,E6Tpfq8AAAAJ,0000-0003-3228-6544
Hai Dong,RMIT University,https://www.rmit.edu.au/contact/staff-contacts/academic-staff/d/dong-dr-hai,ENWFU4gAAAAJ,0000-0002-7033-5688
Hai Helen Li,Duke University,https://ece.duke.edu/people/hai-helen-li,E6Tpfq8AAAAJ,0000-0003-3228-6544
Hai Jin 0001,HUST,http://faculty.hust.edu.cn/jinhai/en/index.htm,o02W0aEAAAAJ,0000-0002-3934-7605
Hai Li 0001,Duke University,https://ece.duke.edu/people/hai-helen-li,E6Tpfq8AAAAJ,0000-0003-3228-6544
Hai Lin 0003,Zhejiang University,http://mypage.zju.edu.cn/0090040,NOSCHOLARPAGE,0000-0002-1682-8465
Hai Wan,Sun Yat-sen University,https://sysuwanhai.github.io,ORaFwCsAAAAJ,0000-0001-5357-9130
Hai Wang 0011,Singapore Management University,https://sis.smu.edu.sg/faculty/profile/130441/WANG-Hai,UfWFHeQAAAAJ,0000-0000-0000-0000
Hai Zhao 0001,Shanghai Jiao Tong University,http://bcmi.sjtu.edu.cn/~zhaohai,4dU5KS0AAAAJ,0000-0000-0000-0000
Hai Zhou 0001,Northwestern University,http://www.eecs.northwestern.edu/~haizhou,XVoYTEoAAAAJ,0000-0003-4824-7179
Hai-Feng Guo,University of Nebraska - Omaha,https://www.unomaha.edu/college-of-information-science-and-technology/about/faculty-staff/haifeng-guo.php,NOSCHOLARPAGE,0000-0000-0000-0000
Hai-Xin Duan,Tsinghua University,https://netsec.ccert.edu.cn/duanhx,yGTOi34AAAAJ,0000-0003-0083-733X
Hai-gang Gong,UESTC,https://www.en.scse.uestc.edu.cn/info/1085/2031.htm,NOSCHOLARPAGE,0000-0000-0000-0000
Haibin Cai,Loughborough University,https://www.lboro.ac.uk/departments/compsci/staff/academic-teaching/caihaibin,D7UbzUgAAAAJ,0000-0000-0000-0000
Haibin Kan,Fudan University,http://www.cs.fudan.edu.cn/?page_id=14441,NOSCHOLARPAGE,0000-0003-3062-5004
Haibin Ling,Westlake University,https://haibinling.github.io,v3w4IYUAAAAJ,0000-0003-4094-8413
Haibing Guan,Shanghai Jiao Tong University,http://www.cs.sjtu.edu.cn/~hbguan,NOSCHOLARPAGE,0000-0002-4714-7400
Haibo Chen 0001,Shanghai Jiao Tong University,http://ipads.se.sjtu.edu.cn/~hbchen,qd9xSkYAAAAJ,0000-0002-9720-0361
Haibo Gao,Harbin Institute of Technology,http://homepage.hit.edu.cn/gaohaibo,NOSCHOLARPAGE,0000-0000-0000-0000
Haibo Hu 0002,Chongqing University,http://www.cse.cqu.edu.cn/info/2095/5360.htm,hPBNW_0AAAAJ,0000-0001-8442-5222
Haibo Wang 0004,University of Kentucky,http://haibo.pro,FUNoAkEAAAAJ,0000-0003-4809-4897
Haibo Yu 0001,Shanghai Jiao Tong University,http://cse.sjtu.edu.cn/~yu,D9PV2j8AAAAJ,0000-0000-0000-0000
Haibo Zhang 0001,University of Otago,http://www.cs.otago.ac.nz/staff/Haibo_Zhang,JtF2_IUAAAAJ,0000-0002-3752-0806
Haichang Gao,Xidian University,https://web.xidian.edu.cn/hchgao,TqiU-skAAAAJ,0000-0002-4969-5718
Haidar Harmanani,Lebanese American University,http://sas.lau.edu.lb/csm/people/haidar.php,QeKSIXEAAAAJ,0000-0000-0000-0000
Haidar M. Harmanani,Lebanese American University,http://sas.lau.edu.lb/csm/people/haidar.php,QeKSIXEAAAAJ,0000-0000-0000-0000
Haifeng Liu 0001,Zhejiang University,http://mypage.zju.edu.cn/hfliu,oW108fUAAAAJ,0000-0000-0000-0000
Haifeng Xu,University of Chicago,https://cs.uchicago.edu/people/haifeng-xu,nLgg388AAAAJ,0000-0001-6371-4906
Haifeng Yu,National University of Singapore,https://www.comp.nus.edu.sg/~yuhf,IDxePZ0AAAAJ,0000-0003-2967-0182
Haigang Gong,UESTC,https://www.en.scse.uestc.edu.cn/info/1085/2031.htm,NOSCHOLARPAGE,0000-0002-7176-4142
Haihong E,BUPT,https://scs.bupt.edu.cn/info/1089/1791.htm,J4akh64AAAAJ,0000-0000-0000-0000
Haijun Lei,Shenzhen University,https://csse.szu.edu.cn/en/pages/user/index?id=584,j8d2i0gAAAAJ,0000-0000-0000-0000
Haijun Xia,Univ. of California - San Diego,https://haijunxia.ucsd.edu,8U4q0sIAAAAJ,0000-0002-9425-0881
Haijun Zhang 0002,Harbin Institute of Technology,https://www.dl2link.com,XEiWEDAAAAAJ,0000-0002-1648-0227
Haiko Müller,University of Leeds,https://eps.leeds.ac.uk/computing/staff/241/dr-haiko-muller,NOSCHOLARPAGE,0000-0002-1123-1774
Haikun Liu,HUST,http://faculty.hust.edu.cn/liuhaikun/en/index.htm,Ve_J0VMAAAAJ,0000-0003-4290-1408
Hailong Sun 0001,Beihang University,https://hsun2022.github.io,HWOWCdcAAAAJ,0000-0001-7654-5574
Hailong Yao,Tsinghua University,http://www.cs.tsinghua.edu.cn/publish/csen/4623/2010/20101225165537258353872/20101225165537258353872_.html,n0NwuegAAAAJ,0000-0002-8750-3086
Haim J. Wolfson,Tel Aviv University,http://www.cs.tau.ac.il/~wolfson,GmgiCj0AAAAJ,0000-0000-0000-0000
Haim Kaplan,Tel Aviv University,http://www.cs.tau.ac.il/~haimk,0hb9cdIAAAAJ,0000-0001-9586-8002
Haim Levkowitz,University of Massachusetts Lowell,http://www.cs.uml.edu/~haim,FY4afxkAAAAJ,0000-0002-2456-202X
Haim Schweitzer,University of Texas at Dallas,http://www.utdallas.edu/~haim,lXvWihQAAAAJ,0009-0000-3883-3161
Haim Shvaytser,University of Texas at Dallas,http://www.utdallas.edu/~haim,lXvWihQAAAAJ,0000-0000-0000-0000
Haiming Jin,Shanghai Jiao Tong University,https://www.cs.sjtu.edu.cn/~jinhaiming,5Sn9JVoAAAAJ,0000-0001-5178-7198
Hainan Zhang,Beihang University,https://zhanghainan.github.io,D22QG1557LgC,0000-0002-7560-1500
Haining Fan,Tsinghua University,http://www.cs.tsinghua.edu.cn/publish/cs/4616/2017/20170303112105728431532/20170303112105728431532_.html,NOSCHOLARPAGE,0000-0000-0000-0000
Haipeng Cai,University at Buffalo,https://chapering.github.io,Ru4B_wkAAAAJ,0000-0002-5224-9970
Haipeng Dai 0001,Nanjing University,https://cs.nju.edu.cn/daihp,fb9R-QgAAAAJ,0000-0003-0545-8187
Haipeng Luo,University of Southern California,https://haipeng-luo.net,ct2hw4UAAAAJ,0000-0001-8056-6271
Haipeng Peng,BUPT,https://scss.bupt.edu.cn/info/1063/1188.htm,pZqxzFoAAAAJ,0000-0000-0000-0000
Haipeng Zhang,ShanghaiTech University,https://sist.shanghaitech.edu.cn/sist_en/2020/0814/c7582a54830/page.htm,377DmKgAAAAJ,0000-0000-0000-0000
Haiping Lu,University of Sheffield,https://www.sheffield.ac.uk/dcs/people/academic/haiping-lu,CArrsDMAAAAJ,0000-0002-0349-2181
Haiping Xu,Univ. of Massachusetts Dartmouth,http://www.cis.umassd.edu/~hxu,-CkhdLkAAAAJ,0000-0000-0000-0000
Haiqin Wu,East China Normal University,https://faculty.ecnu.edu.cn/_s43/whq/main.psp,fqK5jfkAAAAJ,0000-0002-2942-6975
Hairong Qi 0001,University of Tennessee,https://eecs.utk.edu/people/hairong-qi,GqnNG-kAAAAJ,0000-0000-0000-0000
Haisen Zhao,Shandong University,https://haisenzhao.github.io,J3v_1GkAAAAJ,0000-0002-6389-1045
Haisheng Tan,USTC,http://staff.ustc.edu.cn/~hstan/home.html,5OmzHRwAAAAJ,0000-0002-3133-1430
Haitao Jiang,Shandong University,http://www.cs.sdu.edu.cn/info/1089/2334.htm,NOSCHOLARPAGE,0000-0000-0000-0000
Haitao Wang 0001,University of Utah,https://www.cs.utah.edu/~hwang,NOSCHOLARPAGE,0000-0001-8134-7409
Haitao Yu 0002,Harbin Institute of Technology,http://homepage.hit.edu.cn/yukings,topCoXMAAAAJ,0000-0000-0000-0000
Haitao Zheng 0001,University of Chicago,https://people.cs.uchicago.edu/~htzheng,XrIr0nYAAAAJ,0000-0002-5918-2940
Haitham Abu-Rub,Texas A&M at Qatar,http://energy.tamu.edu/faculty-experts/haitham-abu-rub,gggnQKsAAAAJ,0000-0001-8687-3942
Haitham Akkary,American University of Beirut,https://www.aub.edu.lb/fea/publicprofile/Pages/profile.aspx?MemberId=ha95,IOoBNcsAAAAJ,0000-0000-0000-0000
Haitham Al-Hassanieh,EPFL,http://haitham.ece.illinois.edu,s5-hnX8AAAAJ,0009-0004-9242-3269
Haitham Hassanieh,EPFL,http://haitham.ece.illinois.edu,s5-hnX8AAAAJ,0009-0004-9242-3269
Haiwei Wu,UESTC,https://sise.uestc.edu.cn/info/1035/13087.htm,lm5kEZYAAAAJ,0000-0000-0000-0000
Haixin Duan,Tsinghua University,https://netsec.ccert.edu.cn/duanhx,yGTOi34AAAAJ,0000-0003-0083-733X
Haixu Tang,Indiana University,http://www.informatics.indiana.edu/hatang,4Hywr5UAAAAJ,0000-0001-8963-8155
Haiyan Hu,University of Central Florida,http://www.cs.ucf.edu/~haihu,NOSCHOLARPAGE,0000-0003-4862-5619
Haiyan Lu,University of Technology Sydney,https://www.uts.edu.au/staff/haiyan.lu,Gw_2WrwAAAAJ,0000-0000-0000-0000
Haiyan Zhao 0001,Peking University,http://sei.pku.edu.cn/~zhhy,z0bu0kIAAAAJ,0000-0002-3600-8923
Haiyang Xue,Singapore Management University,https://computing.smu.edu.sg/faculty/profile/7846/xue-haiyang,C5kU67QAAAAJ,0000-0002-0173-7894
Haiyi Zhu,Carnegie Mellon University,http://haiyizhu.com,9NkngDMAAAAJ,0000-0001-7271-9100
Haiying (Helen) Shen,University of Virginia,https://www.cs.virginia.edu/people/faculty/shen.html,W0Cx7ZAAAAAJ,0000-0000-0000-0000
Haiying Shen,University of Virginia,https://www.cs.virginia.edu/people/faculty/shen.html,W0Cx7ZAAAAAJ,0000-0002-7548-6223
Haiyuan Li,BUPT,https://teacher.bupt.edu.cn/lihaiyuan/en/index.htm,NOSCHOLARPAGE,0000-0002-7822-742X
Haizhao Yang,Univ. of Maryland - College Park,https://www.cs.umd.edu/people/hzyang,p4mxTIwAAAAJ,0000-0002-8408-1754
Haizhou Ai,Tsinghua University,http://media.cs.tsinghua.edu.cn/~ahz/ahz_paper.html,hhV6J6UAAAAJ,0000-0002-0166-5755
Haizhou Li 0001,CUHK (SZ),https://colips.org/~eleliha,z8_x7C8AAAAJ,0000-0001-9158-9401
Hajar El Hammouti,Mohammed VI Polytechnic University,https://cc.um6p.ma/people/Hajar.EL,iocgaJQAAAAJ,0000-0000-0000-0000
Hajime Magahara,Osaka University,https://www.is.ids.osaka-u.ac.jp/author/hajime-nagahara,CZyXjREAAAAJ,0000-0000-0000-0000
Hajime Nagahara,Osaka University,https://www.is.ids.osaka-u.ac.jp/author/hajime-nagahara,CZyXjREAAAAJ,0000-0003-1579-8767
Hajimu Iida,NAIST,https://sdlab.naist.jp/authors/hajimu-iida,NOSCHOLARPAGE,0000-0002-2919-6620
Hajo A. Reijers,Utrecht University,http://www.reijers.com,hsfC0rEAAAAJ,0000-0000-0000-0000
Hajo Alexander Reijers,Utrecht University,http://www.reijers.com,hsfC0rEAAAAJ,0000-0000-0000-0000
Hakan Aydin,George Mason University,https://cs.gmu.edu/~aydin,MTMmNecAAAAJ,0000-0002-2057-8198
Hakan Bilen,University of Edinburgh,https://homepages.inf.ed.ac.uk/hbilen,PtBtfawAAAAJ,0000-0002-6947-6918
Hakan Ferhatosmanoglu,University of Warwick,https://warwick.ac.uk/fac/sci/dcs/people/hakan_ferhatosmanoglu,QtHxli4AAAAJ,0000-0002-5181-4712
Hakan Yatbaz,Queen's University Belfast,https://pure.qub.ac.uk/en/persons/hakan-yatbaz,5Q596f4AAAAJ,0000-0002-2479-8155
Hakan Yildiz,Middle East Technical University,https://user.ceng.metu.edu.tr/~hakan,r_QlFksAAAAJ,0000-0002-9579-4338
Hakem Beitollahi,IUST,http://ce.iust.ac.ir/page.php?slct_pg_id=18185&sid=14&slc_lang=en,SMnMHbQAAAAJ,0000-0000-0000-0000
Hakim Lounis,Université du Québec à Montréal,https://www.labunix.uqam.ca/~lounis_h,_n2alPQAAAAJ,0000-0000-0000-0000
Hakim Weatherspoon,Cornell University,http://www.cs.cornell.edu/~hweather,0zrqo3B-66wC,0000-0002-6361-7687
Hakjoo Oh,Korea University,http://prl.korea.ac.kr/~pronto/home,3dX_cckAAAAJ,0000-0002-1900-7654
Hal Abelson,Massachusetts Inst. of Technology,http://groups.csail.mit.edu/mac/users/hal/hal.html,NOSCHOLARPAGE,0000-0002-5328-7821
Hal Berghel,University of Nevada Las Vegas,http://www.berghel.net/home.php,NOSCHOLARPAGE,0000-0000-0000-0000
Hal Daumé III,Univ. of Maryland - College Park,http://www.umiacs.umd.edu/~hal,PbEw81gAAAAJ,0000-0000-0000-0000
Halima Elbiaze,Université du Québec à Montréal,https://elbiaze.uqam.ca,y__Tc1sAAAAJ,0000-0000-0000-0000
Halima el Biaze,Université du Québec à Montréal,https://elbiaze.uqam.ca,y__Tc1sAAAAJ,0000-0000-0000-0000
Halit Oguztüzün,Middle East Technical University,http://user.ceng.metu.edu.tr/~oguztuzn,fsTmDVkAAAAJ,0000-0000-0000-0000
Hallvard Trætteberg,NTNU,https://www.ntnu.edu/employees/hal,dyaSW90AAAAJ,0000-0000-0000-0000
Haluk Bingol,Boğaziçi University,https://www.cmpe.boun.edu.tr/~bingol,NZhnwp4AAAAJ,0000-0001-7320-7545
Haluk Bingöl,Boğaziçi University,https://www.cmpe.boun.edu.tr/~bingol,NZhnwp4AAAAJ,0000-0000-0000-0000
Haluk O. Bingol,Boğaziçi University,https://www.cmpe.boun.edu.tr/~bingol,NZhnwp4AAAAJ,0000-0000-0000-0000
Hamad Al-Sawalqah,University of Jordan,http://computer.ju.edu.jo/Lists/FacultyAcademicStaff/DispDept_Staff.aspx?ID=69&dept=Computer%20Information%20Systems&deptName=Computer%20Information%20Systems,vOa_QRwAAAAJ,0000-0000-0000-0000
Hamad I. Alsawalqah,University of Jordan,http://computer.ju.edu.jo/Lists/FacultyAcademicStaff/DispDept_Staff.aspx?ID=69&dept=Computer%20Information%20Systems&deptName=Computer%20Information%20Systems,vOa_QRwAAAAJ,0000-0000-0000-0000
Hamdi Dibeklioglu,Bilkent University,http://www.cs.bilkent.edu.tr/~dibeklioglu,BuUdNM4AAAAJ,0000-0000-0000-0000
Hamdy Mubarak,Qatar Computing Research Inst.,http://www.qcri.org/our-people/bio?pid=162&amp;par=acc&amp;name=HamdyMubarak,usvY6qYAAAAJ,0000-0003-4828-6098
Hamdy S. Soliman,New Mexico Tech,http://infohost.nmt.edu/~hss,AJvh91MAAAAJ,0000-0000-0000-0000
Hamdy Soliman 0001,New Mexico Tech,http://infohost.nmt.edu/~hss,AJvh91MAAAAJ,0000-0000-0000-0000
Hamed Haddadi,Imperial College London,https://haddadi.github.io,gkA7zvoAAAAJ,0000-0002-5895-8903
Hamed Hassani,University of Pennsylvania,https://www.seas.upenn.edu/~hassani,M9V6y-0AAAAJ,0000-0000-0000-0000
Hamed Hatami,McGill University,http://www.cs.mcgill.ca/~hatami,4WQnb8IAAAAJ,0000-0000-0000-0000
Hamed Pirsiavash,Univ. of California - Davis,https://web.cs.ucdavis.edu/~hpirsiav,c9XXy4MAAAAJ,0000-0000-0000-0000
Hamed Qahri-Saremi,DePaul University,https://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=1353,po2au14AAAAJ,0000-0002-4933-834X
Hamed Tabkhi,UNC - Charlotte,https://ece.charlotte.edu/directory/dr-hamed-tabkhi-phd,TzXjGHwAAAAJ,0000-0001-5420-1121
Hamed Zamani,Univ. of Massachusetts Amherst,https://groups.cs.umass.edu/zamani,d2uzDIAAAAAJ,0000-0002-0800-3340
Hamid Bagheri,University of Nebraska,http://cse.unl.edu/~hbagheri,h_AYrscAAAAJ,0000-0001-6686-466X
Hamid Beigy,Sharif University of Technology,http://sharif.edu/~beigy,0NiKG0EAAAAJ,0000-0003-1679-2092
Hamid Dehghani,University of Birmingham,https://www.birmingham.ac.uk/staff/profiles/computer-science/academic-staff/dehghani-hamid.aspx,SIYS-lcAAAAJ,0000-0000-0000-0000
Hamid Karimi,Utah State University,https://www.usu.edu/cs/directory/faculty/karimi-hamid,Qz9CCdwAAAAJ,0000-0000-0000-0000
Hamid R. Arabnia,University of Georgia,http://cobweb.cs.uga.edu/~hra,g86VLOUAAAAJ,0000-0003-3943-0094
Hamid R. Rabiee,Sharif University of Technology,http://sharif.edu/~rabiee,NOSCHOLARPAGE,0000-0002-9835-4493
Hamid Reza Arabnia,University of Georgia,http://cobweb.cs.uga.edu/~hra,g86VLOUAAAAJ,0000-0000-0000-0000
Hamid Reza Rabiee,Sharif University of Technology,http://sharif.edu/~rabiee,NOSCHOLARPAGE,0000-0000-0000-0000
Hamid Rezatofighi,Monash University,https://research.monash.edu/en/persons/hamid-rezatofighi,VxAuxMwAAAAJ,0000-0002-8659-8773
Hamid Sarbazi-Azad,Sharif University of Technology,http://sharif.edu/~azad,9OHC9AsAAAAJ,0000-0003-4079-8603
Hamid Usefi,Memorial Univ. of Newfoundland,https://www.mun.ca/math/people/ppl-faculty/usefi.php,NOSCHOLARPAGE,0000-0000-0000-0000
Hamid Zarrabi-Zadeh,Sharif University of Technology,http://sharif.edu/~zarrabi,c1VC8nYAAAAJ,0000-0002-2279-4775
Hamim Zafar,IIT Kanpur,https://sites.google.com/view/cosmiclab-iitk/team,4LeNas8AAAAJ,0000-0000-0000-0000
Hamish A. Carr,University of Leeds,https://eps.leeds.ac.uk/computing/staff/499/dr-hamish-carr,NOSCHOLARPAGE,0000-0001-6739-0283
Hamish Cunningham,University of Sheffield,https://www.sheffield.ac.uk/dcs/people/academic/hamish-cunningham,DMKfNFMAAAAJ,0000-0001-5901-5483
Hamish Taylor,Heriot-Watt University,https://www.hw.ac.uk/staff/uk/macs/hamish-taylor.htm,OTIGYkgAAAAJ,0000-0000-0000-0000
Hammond A. Pearce,UNSW,https://www.unsw.edu.au/staff/hammond-pearce,pRILQ5MAAAAJ,0000-0000-0000-0000
Hammond Pearce,UNSW,https://www.unsw.edu.au/staff/hammond-pearce,pRILQ5MAAAAJ,0000-0002-3488-7004
Hamza Keurti,Mohammed VI Polytechnic University,https://hamzakeurti.github.io,zmS6_aYAAAAJ,0000-0000-0000-0000
Hamza Shakeel,Queen's University Belfast,https://pure.qub.ac.uk/en/persons/hamza-shakeel,NOSCHOLARPAGE,0000-0002-0000-4621
Hamzeh Khazaei,York University,https://www.eecs.yorku.ca/~hkh,n7sDdU8AAAAJ,0000-0001-5439-8024
Han Ding 0002,Xi'an Jiaotong University,http://gr.xjtu.edu.cn/web/dinghan,0sLAHGUAAAAJ,0000-0002-5274-7988
Han Liu 0001,Northwestern University,https://www.mccormick.northwestern.edu/research-faculty/directory/profiles/liu-han.html,XaFT1o4AAAAJ,0000-0000-0000-0000
Han Liu 0002,Shenzhen University,https://csse.szu.edu.cn/pages/user/index?id=1153,r5rKi04AAAAJ,0000-0002-7731-8258
Han Qiu 0001,Tsinghua University,https://qiuhan.info,6JWNv6gAAAAJ,0000-0003-2678-8070
Han Yu 0001,Nanyang Technological University,https://sites.google.com/site/hanyushomepage,eXgoTXMAAAAJ,0000-0001-6893-8650
Han Yu 0005,Shanghai Jiao Tong University,https://ist.sjtu.edu.cn/membersyuh,KgSRuusAAAAJ,0000-0000-0000-0000
Han Zhao 0002,Univ. of Illinois at Urbana-Champaign,https://hanzhaoml.github.io,x942ipYAAAAJ,0000-0000-0000-0000
Han la Poutré,CWI,http://homepages.cwi.nl/~hlp,NOSCHOLARPAGE,0000-0000-0000-0000
Han-Jia Ye,Nanjing University,http://www.lamda.nju.edu.cn/yehj,mgOYhtoAAAAJ,0000-0003-1173-1880
Han-Wei Shen,Ohio State University,http://web.cse.ohio-state.edu/~hwshen,95Z6-isAAAAJ,0000-0002-1211-2320
Hana Abdullah Al-Nuaim,King Abdulaziz University,http://hnuaim.kau.edu.sa/Default.aspx?Site_ID=0002344&lng=EN,NOSCHOLARPAGE,0000-0000-0000-0000
Hana Chockler,King's College London,https://www.kcl.ac.uk/informatics/about/people?role=Academics,ilfbuooAAAAJ,0000-0003-1219-0713
Hana Khamfroush,University of Kentucky,https://www.engr.uky.edu/directory/khamfroush-hana,qNAcUB8AAAAJ,0000-0002-4859-814X
Hana Rudová,Masaryk University,https://www.muni.cz/en/people/3840,wuykjtQAAAAJ,0000-0002-6410-4250
Hanan Aldarmaki,MBZUAI,https://mbzuai.ac.ae/study/faculty/hanan-al-darmaki,U8JSlxcAAAAJ,0000-0003-1706-1777
Hanan Lutfi Lutfiyya,Western University,http://www.csd.uwo.ca/faculty/hanan,NOSCHOLARPAGE,0000-0000-0000-0000
Hanan Lutfiyya,Western University,http://www.csd.uwo.ca/faculty/hanan,NOSCHOLARPAGE,0000-0002-5341-9388
Hanan Salam,NYU Abu Dhabi,http://www.hanansalam.com,9lTiKjwAAAAJ,0000-0000-0000-0000
Hanan Samet,Univ. of Maryland - College Park,https://www.cs.umd.edu/people/hjs,ATOfqHEAAAAJ,0000-0001-8230-0653
