name,affiliation,homepage,scholarid
Michael M. Mitzenmacher,Harvard University,http://www.eecs.harvard.edu/~michaelm,e8aRmAsAAAAJ
Michael M. Swift,University of Wisconsin - Madison,http://pages.cs.wisc.edu/~swift,pqIGLH4AAAAJ
Michael Maire,University of Chicago,http://ttic.uchicago.edu/~mmaire,HXowq5YAAAAJ
Michael Mandel,CUNY,http://www.brooklyn.cuny.edu/web/academics/faculty/faculty_profile.jsp?faculty=1264,0v1-axgAAAAJ
Michael Mangan,University of Sheffield,https://www.sheffield.ac.uk/dcs/people/academic/michael-mangan,VeeNOGgAAAAJ
Michael Mascagni,Florida State University,http://www.cs.fsu.edu/~mascagni,c6RD1lIAAAAJ
Michael Mathioudakis,University of Helsinki,https://michalis.co,kZti0OcAAAAJ
Michael Mayo,University of Waikato,http://www.cms.waikato.ac.nz/people/mmayo,j6IjujMAAAAJ
Michael McAllister,Dalhousie University,https://www.dal.ca/faculty/computerscience/faculty-staff/michael-mcallister.html,NOSCHOLARPAGE
Michael McGuire,Towson University,https://www.towson.edu/fcsm/departments/computerinfosci/facultystaff/mmcguire.html,NOSCHOLARPAGE
Michael Meier 0001,University of Bonn,https://net.cs.uni-bonn.de/wg/itsec/staff/leader/michael-meier,NOSCHOLARPAGE
Michael Mendler,University of Bamberg,https://www.uni-bamberg.de/gdi/team/michael-mendler,NOSCHOLARPAGE
Michael Menth,University of Tübingen,https://uni-tuebingen.de/en/faculties/faculty-of-science/departments/computer-science/lehrstuehle/communication-networks/staff/menth,nIb1MnoAAAAJ
Michael Minock,KTH Royal Institute of Technology,https://www.umu.se/en/staff/michael-minock,aWK0wpUAAAAJ
Michael Mior,Rochester Institute of Technology,https://michael.mior.ca,bpO_ZLoAAAAJ
Michael Mitzenmacher,Harvard University,http://www.eecs.harvard.edu/~michaelm,e8aRmAsAAAAJ
Michael Molloy,University of Toronto,http://www.cs.toronto.edu/~molloy,k2b25d4AAAAJ
Michael Morgan,Monash University,https://www.monash.edu/science/schools/physics/ourpeople/morgan,NuiaYMMAAAAJ
Michael Mozer,University of Colorado Boulder,http://www.cs.colorado.edu/~mozer,lmjR_qMAAAAJ
Michael Möller 0001,University of Siegen,https://www.vsa.informatik.uni-siegen.de/en/moeller-michael,sxzdAGUAAAAJ
Michael N. Gubanov,Florida State University,http://www.mgubanov.com,NOSCHOLARPAGE
Michael N. Huhns,University of South Carolina,http://www.cse.sc.edu/~huhns,hvtmB0UAAAAJ
Michael Nebeling,University of Michigan,http://www.michael-nebeling.de,W2XLsXoAAAAJ
Michael Neff,Univ. of California - Davis,http://www.cs.ucdavis.edu/~neff,9ENU67IAAAAJ
Michael Norrish,Australian National University,https://cecs.anu.edu.au/people/michael-norrish,Ymd4ZfYAAAAJ
Michael O'Neal,Louisiana Tech University,https://www.latech.edu/faculty-staff/single-entry/name/michael-oneal,NOSCHOLARPAGE
Michael O. Rabin,Harvard University,https://www.seas.harvard.edu/directory/rabin,EFZyUcEAAAAJ
Michael Oser Rabin,Harvard University,https://www.seas.harvard.edu/directory/rabin,EFZyUcEAAAAJ
Michael P. Cummings,University of Maryland - College Park,https://www.cs.umd.edu/people/mcummin1,0ahvXiEAAAAJ
Michael P. Fourman,University of Edinburgh,https://www.inf.ed.ac.uk/people/staff/Michael_Fourman.html,psO0rckAAAAJ
Michael P. Friedlander,University of British Columbia,http://www.cs.ubc.ca/~mpf,mOgIIH4AAAAJ
Michael P. Wellman,University of Michigan,http://www.eecs.umich.edu/ai/people/wellman,UruIct4AAAAJ
Michael Paul Fourman,University of Edinburgh,https://www.inf.ed.ac.uk/people/staff/Michael_Fourman.html,psO0rckAAAAJ
Michael Paul Wellman,University of Michigan,http://www.eecs.umich.edu/ai/people/wellman,UruIct4AAAAJ
Michael Pedersen,DTU,https://www.compute.dtu.dk/english,NOSCHOLARPAGE
Michael Philippsen,University of Erlangen–Nuremberg,https://www.cs2.tf.fau.de/person/philippsen,hvfbNg0AAAAJ
Michael Posa,University of Pennsylvania,https://dair.seas.upenn.edu/michael-posa,DCSFMuAAAAAJ
Michael Pradel,University of Stuttgart,http://software-lab.org/people/Michael_Pradel.html,V-850TAAAAAJ
Michael Prilla,TU Clausthal,https://www.in.tu-clausthal.de/index.php?id=1639,AZRKkdUAAAAJ
Michael R. Berthold,University of Konstanz,https://www.bison.uni-konstanz.de/members/prof-dr-m-berthold,NOSCHOLARPAGE
Michael R. Brent,Washington University in St. Louis,http://mblab.wustl.edu,YE2tPHQAAAAJ
Michael R. Fellows,University of Bergen,https://www.mrfellows.net,NOSCHOLARPAGE
Michael R. Genesereth,Stanford University,http://logic.stanford.edu/people/genesereth,NOSCHOLARPAGE
Michael R. Jantz,University of Tennessee,http://web.eecs.utk.edu/~mrjantz,ACtrMMgAAAAJ
Michael R. Lyu,Chinese University of Hong Kong,http://www.cse.cuhk.edu.hk/lyu,uQnBgK0AAAAJ
Michael R. M. Jenkin,York University,http://eecs.lassonde.yorku.ca/faculty/michael-r-m-jenkin,noDDU_0AAAAJ
Michael Rabinovich,Case Western Reserve University,http://engr.case.edu/rabinovich_michael,30fyS8EAAAAJ
Michael Radermacher,University of Vermont,http://physioweb.uvm.edu/radermacher-lab,e_bBQ_8AAAAJ
Michael Rappa,North Carolina State University,http://analytics.ncsu.edu/?page_id=7,NOSCHOLARPAGE
Michael Reichhardt Hansen,DTU,https://www.compute.dtu.dk/english,NOSCHOLARPAGE
Michael Rohs,University of Hannover,https://hci.uni-hannover.de/people/michael,VVJhitcAAAAJ
Michael Rose,DTU,https://www.compute.dtu.dk/english,NOSCHOLARPAGE
Michael Rovatsos,University of Edinburgh,http://homepages.inf.ed.ac.uk/mrovatso,xQGbSfMAAAAJ
Michael Rubenstein,Northwestern University,http://users.eecs.northwestern.edu/~mrubenst,JVNms8wAAAAJ
Michael Rung-Tsong Lyu,Chinese University of Hong Kong,http://www.cse.cuhk.edu.hk/lyu,uQnBgK0AAAAJ
Michael S. Bernstein,Stanford University,http://hci.stanford.edu/msb,zkhHirIAAAAJ
Michael S. Branicky,University of Kansas,https://engr.ku.edu/meet-the-dean,jkwHy3AAAAAJ
Michael S. Brown,York University,http://www.cse.yorku.ca/~mbrown,Gv1QGSMAAAAJ
Michael S. Gashler,University of Arkansas,http://csce.uark.edu/~mgashler,NOSCHOLARPAGE
Michael S. Horn,Northwestern University,http://tidal.northwestern.edu,nxfT-esAAAAJ
Michael S. Kearns,University of Pennsylvania,http://www.cis.upenn.edu/~mkearns,8iQk0DIAAAAJ
Michael S. Langer,McGill University,http://www.cim.mcgill.ca/~langer,NsYQCXsAAAAJ
Michael S. Lewicki,Case Western Reserve University,http://www.cs.cmu.edu/~lewicki,wRRKmnMAAAAJ
Michael S. O. Molloy,University of Toronto,http://www.cs.toronto.edu/~molloy,k2b25d4AAAAJ
Michael S. Ryoo,Stony Brook University,http://michaelryoo.com,vcw0TJIAAAAJ
Michael S. Waterman,University of Southern California,https://dornsife.usc.edu/labs/msw,NOSCHOLARPAGE
Michael Schapira,Hebrew University of Jerusalem,http://www.cs.huji.ac.il/~schapiram,vVvbU7oAAAAJ
Michael Schatz,Johns Hopkins University,https://www.cs.jhu.edu/faculty/michael-schatz,rcs6IKwAAAAJ
Michael Schröder 0002,University of Freiburg,https://www.bsdlab.uni-freiburg.de/people/michael_tangermann,OVeU_8cAAAAJ
Michael Schwarz 0001,CISPA Helmholtz Center,https://cispa.de/en/people/c02misc,2HPadJUAAAAJ
Michael Schöttner,University of Düsseldorf,https://www.cs.hhu.de/en/research-groups/operating-systems-prof-dr-michael-schoettner/team/team/schoettner.html,NOSCHOLARPAGE
Michael Scott Brown,National University of Singapore,https://www.comp.nus.edu.sg/~brown,NOSCHOLARPAGE
Michael Sedlmair,University of Stuttgart,https://www.vis.uni-stuttgart.de/institut/team/Sedlmair-00002,objnJXoAAAAJ
Michael Sheng,Macquarie University,http://web.science.mq.edu.au/~qsheng,lwy2C5YAAAAJ
Michael Sirivianos,Cyprus University of Technology,https://www.cut.ac.cy/faculties/fet/eecei/staff/michael.sirivianos/?languageId=1,U1-0MngAAAAJ
Michael Sixt,IST Austria,https://ist.ac.at/research/research-groups/sixt-group,NOSCHOLARPAGE
Michael Sonntag,JKU Linz,https://www.jku.at/institut-fuer-netzwerke-und-sicherheit/ueber-uns/ins-team/sonntag,NOSCHOLARPAGE
Michael Stumm,University of Toronto,http://www.eecg.toronto.edu/~stumm,SfN31P4AAAAJ
Michael Szell,IT University of Copenhagen,http://michael.szell.net,3kwJhIcAAAAJ
Michael T. Goodrich,Univ. of California - Irvine,https://www.ics.uci.edu/~goodrich,sSS9gSoAAAAJ
Michael T. Hallett,McGill University,https://www.mcgill.ca/philosophy/contact/faculty/hallett,aSl0gXwAAAAJ
Michael T. Niemier,University of Notre Dame,http://www3.nd.edu/~mniemier,jevPwGEAAAAJ
Michael Tangermann,University of Freiburg,https://www.bsdlab.uni-freiburg.de/people/michael_tangermann,OVeU_8cAAAAJ
Michael Thaddeus Niemier,University of Notre Dame,http://www3.nd.edu/~mniemier,jevPwGEAAAAJ
Michael Thielscher,UNSW,http://www.cse.unsw.edu.au/~mit,xsGVxe4AAAAJ
Michael Thomas Tolley,Univ. of California - San Diego,https://tolley.eng.ucsd.edu,0kOHVOkAAAAJ
Michael Thuné,Uppsala University,https://katalog.uu.se/empinfo/?id=AA336,_-l_Z5oAAAAJ
Michael W. Barley,University of Auckland,https://www.cs.auckland.ac.nz/people/m-barley,QwAxKoEAAAAJ
Michael W. Berry,University of Tennessee,http://web.eecs.utk.edu/~mberry,TrSq1u8AAAAJ
Michael W. Fleming,University of New Brunswick,http://www.cs.unb.ca/~mwf,OFEFNkkAAAAJ
Michael W. Godfrey,University of Waterloo,http://plg.uwaterloo.ca/~migod,KnJ6PRwAAAAJ
Michael W. Hicks,University of Maryland - College Park,http://www.cs.umd.edu/~mwh,I9Vzs-4AAAAJ
Michael W. Mislove,Tulane University,http://www.cs.tulane.edu/~mwm,tMa-iJ8AAAAJ
Michael W. Otte,University of Maryland - College Park,http://ottelab.com,JbBpeE0AAAAJ
Michael W. Spratling,King's College London,https://www.kcl.ac.uk/people/michael-spratling,A2tJIE4AAAAJ
Michael W. Tangermann,University of Freiburg,https://www.bsdlab.uni-freiburg.de/people/michael_tangermann,OVeU_8cAAAAJ
Michael W. Totaro,University of Louisiana - Lafayette,http://www.ucs.louisiana.edu/~mwt3774,NOSCHOLARPAGE
Michael Waidner,TU Darmstadt,https://www.sit.informatik.tu-darmstadt.de/de/security-in-information-technology/staff/michael-waidner,AyRNYLoAAAAJ
Michael Walfish,New York University,https://www.cs.nyu.edu/~mwalfish,FVTgmOwAAAAJ
Michael Wand 0001,University of Mainz,https://www.staff.uni-mainz.de/wandm/bio.html,kA_rSy4AAAAJ
Michael Werman,Hebrew University of Jerusalem,http://www.cs.huji.ac.il/~werman,WBeDvikAAAAJ
Michael William Mislove,Tulane University,http://www.cs.tulane.edu/~mwm,tMa-iJ8AAAAJ
Michael Wimmer,TU Wien,https://www.cg.tuwien.ac.at/staff/MichaelWimmer.html,pPLc_DoAAAAJ
Michael Wirth,University of Guelph,https://www.uoguelph.ca/computing/people/michael-wirth,NOSCHOLARPAGE
Michael Wooldridge,University of Oxford,http://www.cs.ox.ac.uk/people/michael.wooldridge,JD8v9fkAAAAJ
Michael Wybrow,Monash University,http://monash.edu/research/explore/en/persons/michael-wybrow(83390fae-860c-4b61-8e0b-b1f60f32f39c).html,PuM-E0YAAAAJ
Michael Yacci,Rochester Institute of Technology,https://www.rit.edu/gccis/michael-yacci,NOSCHOLARPAGE
Michael Zakharyaschev,Birkbeck University of London,https://www.dcs.bbk.ac.uk/about/people/academic-staff/michael,bXRDsrEAAAAJ
Michael Zapp,University of Manitoba,http://cs.umanitoba.ca/people,pN2BYuIAAAAJ
Michael Zbyszynski,Goldsmiths University of London,https://www.gold.ac.uk/computing/people/zbyszynski-michael,OAnw6WwAAAAJ
Michael Zink,University of Massachusetts Amherst,http://www.ecs.umass.edu/ece/zink,iVck6WIAAAAJ
Michail Matthaiou,Queen's University Belfast,https://www.qub.ac.uk/schools/eeecs/Connect/Staff/BusinessCard/?name=m.matthaiou,g6HXpqoAAAAJ
Michail N. Giannakos,NTNU,https://www.ntnu.edu/employees/michailg,USOZIeMAAAAJ
Michal Brandejs,Masaryk University,https://www.muni.cz/en/people/2116,NOSCHOLARPAGE
Michal Feldman,Tel Aviv University,https://www.cs.tau.ac.il/~mfeldman,IKjIhTwAAAAJ
Michal Irani,Weizmann Institute of Science,https://www.weizmann.ac.il/pages/search/people?language=english&single=1&person_id=4578,5hJNWakAAAAJ
Michal Koucký 0001,Charles University,https://iuuk.mff.cuni.cz/~koucky,sPoWqRIAAAAJ
Michal Kozubek,Masaryk University,https://www.muni.cz/en/people/3740,y-Vc8W4AAAAJ
Michal Pechoucek,Czech Technical University,http://cs.fel.cvut.cz/en/people/pechouce,SdQcGHcAAAAJ
Michal Pilipczuk,University of Warsaw,http://www.mimuw.edu.pl/~mp248287,RPD8Up0AAAAJ
Michal Skrzypczak,University of Warsaw,http://www.mimuw.edu.pl/~mskrzypczak,StdzCQUAAAAJ
