name,affiliation,homepage,scholarid,orcid
Xiaobo Zhou 0002,University of Macau,https://www.fst.um.edu.mo/people/waynexzhou,M50Z43QAAAAJ,0000-0002-0466-7609
Xiaobu Yuan,University of Windsor,http://www.uwindsor.ca/science/computerscience/1032/dr-xiaobu-yuan,NOSCHOLARPAGE,0000-0000-0000-0000
Xiaocheng Feng,Harbin Institute of Technology,http://ir.hit.edu.cn/~xcfeng,Xu8NbhYAAAAJ,0000-0000-0000-0000
Xiaochun Cheng,Middlesex University,https://www.mdx.ac.uk/about-us/our-people/staff-directory/profile/cheng-xiaochun,NOSCHOLARPAGE,0000-0000-0000-0000
Xiaodan Liang,Sun Yat-sen University,https://www.cs.cmu.edu/~xiaodan1,voxznZAAAAAJ,0000-0003-3213-3062
Xiaodan Zhu,Queen’s University,http://my.ece.queensu.ca/People/x-zhu/index.html,a6MYnuUAAAAJ,0000-0000-0000-0000
Xiaodan Zhu 0001,Queen’s University,https://www.xiaodanzhu.com,a6MYnuUAAAAJ,0000-0003-3856-3696
Xiaodi Wu 0001,Univ. of Maryland - College Park,https://www.cs.umd.edu/~xwu,NOSCHOLARPAGE,0000-0001-8877-9802
Xiaodong Chen,Queen Mary University of London,http://www.eecs.qmul.ac.uk/~dong,sL0-bZ4AAAAJ,0000-0003-1948-2954
Xiaodong Dong,Nankai University,http://cc-backend.nankai.edu.cn/teachers/introduce/dongxd,NOSCHOLARPAGE,0000-0002-9254-3963
Xiaodong Gu 0002,Shanghai Jiao Tong University,https://guxd.github.io,dFvwOmsAAAAJ,0000-0002-0529-6408
Xiaodong Li,RMIT University,https://titan.csit.rmit.edu.au/~e46507,AQewL04AAAAJ,0009-0007-6739-8892
Xiaodong Li 0001,RMIT University,https://titan.csit.rmit.edu.au/~e46507,AQewL04AAAAJ,0000-0003-0346-1526
Xiaodong Li 0008,MUST,https://fie.must.edu.mo/id-1444/person/view/id-541.html,Y428tq0AAAAJ,0000-0000-0000-0000
Xiaodong Lin 0001,University of Guelph,https://www.uoguelph.ca/computing/people/xiaodong-lin,om3xUIcAAAAJ,0000-0001-8916-6645
Xiaodong Xie,Peking University,http://www.jdl.ac.cn/user/xdxie/index.html,NOSCHOLARPAGE,0000-0000-0000-0000
Xiaodong Yu 0001,Stevens Institute of Technology,https://xiaodong-yu.github.io,1sefeCkAAAAJ,0000-0001-6244-1264
Xiaodong Zhang 0001,Ohio State University,http://web.cse.ohio-state.edu/~zhang,qFiMLsIAAAAJ,0000-0003-3411-3612
Xiaofan Yang,Chongqing University,http://www.cse.cqu.edu.cn/info/2030/2509.htm,X-knW58AAAAJ,0000-0000-0000-0000
Xiaofan Zhang 0002,Shanghai Jiao Tong University,https://zhangxiaofan101.github.io,30e95fEAAAAJ,0000-0000-0000-0000
Xiaofang Zhang,Soochow University,http://jxjylx.suda.edu.cn/c1/5f/c12588a377183/page.htm,NOSCHOLARPAGE,0000-0002-8667-0456
Xiaofang Zhou 0001,HKUST,https://cse.hkust.edu.hk/admin/people/faculty/profile/zxf,y6m820wAAAAJ,0000-0001-6343-1455
Xiaofei He 0001,Zhejiang University,http://people.cs.uchicago.edu/~xiaofei,QLLFowsAAAAJ,0000-0000-0000-0000
