name,affiliation,homepage,scholarid,orcid
Fabio T. Ramos 0001,University of Sydney,http://www-personal.acfr.usyd.edu.au/f.ramos/Fabio_Ramos_Homepage/Home.html,NOSCHOLARPAGE,0000-0000-0000-0000
Fabio Tozeto Ramos,University of Sydney,http://www-personal.acfr.usyd.edu.au/f.ramos/Fabio_Ramos_Homepage/Home.html,NOSCHOLARPAGE,0000-0000-0000-0000
Fabio Vitale,CRIStAL,http://researchers.lille.inria.fr/vitale,qSB80z0AAAAJ,0000-0000-0000-0000
Fabio Zambetta,RMIT University,https://www.rmit.edu.au/contact/staff-contacts/academic-staff/z/zambetta-dr-fabio,IuxSRpYAAAAJ,0000-0003-4133-7913
Fabio Zanasi,University College London,http://www.cs.ucl.ac.uk/people/F.Zanasi.html,Y_j2FasAAAAJ,0000-0001-6457-1345
Fabián E. Bustamante,Northwestern University,http://www.cs.northwestern.edu/~fabianb,vg76M1oAAAAJ,0000-0002-7659-1527
Fabrice Aubert,CRIStAL,https://www.cristal.univ-lille.fr/profil/aubert,NOSCHOLARPAGE,0000-0000-0000-0000
Fabrice Muhlenbach,Université Jean Monnet,http://perso.univ-st-etienne.fr/muhlfabr,NOSCHOLARPAGE,0000-0002-1825-4290
Fabricio Murai,UFMG,http://homepages.dcc.ufmg.br/~murai,sF3doEMAAAAJ,0000-0000-0000-0000
Fabrizio Baiardi,University of Pisa,http://www.di.unipi.it/~tonelli/baiardi,NOSCHOLARPAGE,0000-0000-0000-0000
Fabrizio Costa,University of Exeter,http://emps.exeter.ac.uk/computer-science/staff/fc334,yLjbm9YAAAAJ,0000-0002-4900-995X
Fabrizio Ferrandi,Politecnico di Milano,http://home.deib.polimi.it/ferrandi,_woi0FIAAAAJ,0000-0003-0301-4419
Fabrizio Granelli,University of Trento,https://www.granelli-lab.org/staff/fabrizio-granelli,Qk5Ni_IAAAAJ,0000-0002-2439-277X
Fabrizio Messina,University of Catania,https://www.dmi.unict.it/messina,iF1u8psAAAAJ,0000-0002-3685-3879
Fabrizio Silvestri,Sapienza University of Rome,https://sites.google.com/diag.uniroma1.it/fabriziosilvestri,pi985dQAAAAJ,0000-0001-7669-9055
Fabrizio d'Amore,Sapienza University of Rome,http://www.diag.uniroma1.it/users/fabrizio%20damore,NOSCHOLARPAGE,0000-0000-0000-0000
Fabrício Benevenuto,UFMG,http://homepages.dcc.ufmg.br/~fabricio,iOnt0iMAAAAJ,0000-0001-6875-6259
Fabrício Benevenuto de Souza,UFMG,http://homepages.dcc.ufmg.br/~fabricio,iOnt0iMAAAAJ,0000-0000-0000-0000
Facundo Mémoli,Ohio State University,https://people.math.osu.edu/memoli.2,E3APGcgAAAAJ,0000-0000-0000-0000
Fadel Adib,Massachusetts Inst. of Technology,http://www.mit.edu/~fadel,OxKLBqwAAAAJ,0000-0003-2593-2069
Fadi A. Zaraket,American University of Beirut,http://research-fadi.aub.edu.lb,1e2w_FoAAAAJ,0000-0001-5909-6375
Fady Shibata-Alnajjar,UAEU,https://www.uaeu.ac.ae/en/cit/profile.shtml?email=fady.alnajjar@uaeu.ac.ae,BjRM7fgAAAAJ,0000-0001-6102-3765
Faegheh Hasibi,Radboud University,http://hasibi.com,RqrnTNAAAAAJ,0009-0006-9986-482X
Fagen Li,UESTC,http://en.uestc.edu.cn/index.php?m=content&c=index&a=show&catid=79&id=4746,lLZ_gzEAAAAJ,0000-0000-0000-0000
Fahad Panolan,University of Leeds,https://eps.leeds.ac.uk/computing/staff/14135/dr-fahad-panolan,X6MthEgAAAAJ,0000-0001-6213-8687
Fahad R. Dogar,Tufts University,http://www.cs.tufts.edu/Faculty/fahad-dogar.html,KPjFQ4AAAAAJ,0000-0000-0000-0000
Fahad Rafique Dogar,Tufts University,http://www.cs.tufts.edu/Faculty/fahad-dogar.html,KPjFQ4AAAAAJ,0000-0000-0000-0000
Fahad Saeed,Florida International University,https://prof-s.github.io,IPXv-GQAAAAJ,0000-0002-3410-9552
Fahad Shahbaz Khan,MBZUAI,https://sites.google.com/view/fahadkhans/home,zvaeYnUAAAAJ,0000-0002-4263-3143
Fahiem Bacchus,University of Toronto,http://www.cs.toronto.edu/~fbacchus,Yy4QD_AAAAAJ,0000-0000-0000-0000
Fahim Dalvi,Qatar Computing Research Inst.,http://www.qcri.org/our-people/bio?pid=248&amp;par=acc&amp;name=FahimDalvi,uQGCv10AAAAJ,0000-0003-1183-7837
Fahim Kawsar,University of Glasgow,https://www.gla.ac.uk/schools/computing/staff/fahimkawsar,D7k0XmsAAAAJ,0000-0001-5057-9557
Fahimeh Ramezani 0001,University of Technology Sydney,https://www.uts.edu.au/staff/fahimeh.ramezani,tR2ME1cAAAAJ,0000-0002-0368-321X
Fairouz Kamareddine,Heriot-Watt University,https://www.hw.ac.uk/staff/uk/macs/fairouz-kamareddine.htm,tCOuIWIAAAAJ,0000-0002-6141-2709
Faisal N. Abu-Khzam,Lebanese American University,http://www.csm.lau.edu.lb/fabukhzam,NOSCHOLARPAGE,0000-0000-0000-0000
Faisal Nawab,Univ. of California - Irvine,http://nawab.me,oMHn13QAAAAJ,0000-0003-2264-4600
Faith E. Fich,University of Toronto,http://www.cs.toronto.edu/~faith,NOSCHOLARPAGE,0000-0000-0000-0000
Faith Ellen,University of Toronto,http://www.cs.toronto.edu/~faith,NOSCHOLARPAGE,0000-0003-4473-931X
Faith Ellen Fich,University of Toronto,http://www.cs.toronto.edu/~faith,NOSCHOLARPAGE,0000-0000-0000-0000
Faiyaz Doctor,University of Essex,https://www.essex.ac.uk/people/docto78602/faiyaz-doctor,_Wr-trcAAAAJ,0000-0002-8412-5489
Faiz Ali Shah,University of Tartu,https://ut.ee/et/tootaja/faiz-ali-shah,CaJ3quAAAAAJ,0000-0003-1233-5425
Faiza Allah Bukhsh,University of Twente,https://research.utwente.nl/en/persons/98f0f515-2dc3-4c73-9c78-079b197f0044,aBAuDJUAAAAJ,0000-0000-0000-0000
Faizan Ahmed,University of Twente,https://people.utwente.nl/faizan.ahmed,A6WHD0kAAAAJ,0000-0002-2760-6892
Fajie Yuan,Westlake University,https://fajieyuan.github.io,yOiBwasAAAAJ,0000-0001-8452-9929
Fajri Koto,MBZUAI,https://mbzuai.ac.ae/study/faculty/fajri-koto,RA9l3s4AAAAJ,0000-0002-3659-6761
Fakhreddine Karray,MBZUAI,https://uwaterloo.ca/scholar/karray,9_Hpd5kAAAAJ,0000-0000-0000-0000
Fakhri Karray,MBZUAI,https://uwaterloo.ca/scholar/karray,9_Hpd5kAAAAJ,0000-0002-6900-315X
Fakhrul Alam,Massey University,http://www.massey.ac.nz/massey/expertise/profile.cfm?stref=499830,qyFUJVsAAAAJ,0000-0000-0000-0000
Falk Howar,TU Dortmund,https://ls14-www.cs.tu-dortmund.de/cms/de/mitarbeiter/profs/Howar.html,pUqp2yIAAAAJ,0000-0002-9524-4459
Falk Scholer,RMIT University,https://www.rmit.edu.au/contact/staff-contacts/academic-staff/s/scholer-associate-professor-falk,qOLjlqsAAAAJ,0000-0001-9094-0810
Falk Schreiber,University of Konstanz,https://www.cls.uni-konstanz.de/members/falk-schreiber,ThdRhdYAAAAJ,0000-0002-9307-3254
Falk Uebernickel,Hasso Plattner Institute,https://hpi.de/en/research/research-groups/design-thinking-and-innovation-research,n71-visAAAAJ,0000-0002-7078-8513
Falko Dressler,TU Berlin,https://www2.tkn.tu-berlin.de/team/dressler,sK8213AAAAAJ,0000-0002-1989-1750
Falko Kuester,Univ. of California - San Diego,https://chei.ucsd.edu/team/fkuester,mQ_NwUIAAAAJ,0000-0002-9265-7063
Fan Chen 0001,Indiana University,https://homes.luddy.indiana.edu/fc7,5HISWRIAAAAJ,0000-0001-7928-8331
Fan Cheng 0002,Shanghai Jiao Tong University,http://www.cs.sjtu.edu.cn/~chengfan,aECSCPUAAAAJ,0000-0002-4307-6334
Fan Long,University of Toronto,http://www.cs.toronto.edu/~fanl,j6XdtXwAAAAJ,0000-0001-7973-1188
Fan R. K. Chung,Univ. of California - San Diego,http://math.ucsd.edu/~fan,7hPnuFQAAAAJ,0000-0000-0000-0000
Fan Wei,Duke University,https://sites.google.com/view/fan-wei/home,voxfw5EAAAAJ,0000-0000-0000-0000
Fan Wu 0006,Shanghai Jiao Tong University,http://www.cs.sjtu.edu.cn/~fwu,YVKq-48AAAAJ,0000-0003-0965-9058
Fan Yao,University of Central Florida,http://fan-yao.com,07_GV5oAAAAJ,0000-0000-0000-0000
Fan Ye 0003,Stony Brook University,http://www.ece.stonybrook.edu/~fanye/index2.html,QryTRHAAAAAJ,0000-0000-0000-0000
Fan Zhang 0010,Zhejiang University,http://www.zjuisee.zju.edu.cn/fanzhang/site_en/index.htm,o7DuSwsAAAAJ,0000-0001-6087-8243
Fan Zhang 0017,University of Bristol,https://fan-aaron-zhang.github.io,BBujJNcAAAAJ,0000-0001-6623-9936
Fan Zhang 0022,Yale University,https://www.fanzhang.me,YTokrfkAAAAJ,0000-0002-8525-4514
Fan Zhong,Shandong University,https://cvfzhong.github.io,NOSCHOLARPAGE,0000-0001-7636-524X
Fan Zhou 0002,UESTC,http://www.is.uestc.edu.cn/teachers.do?id=1121,Ihj2Rw8AAAAJ,0000-0002-8038-8150
Fan-Tien Cheng,National Cheng Kung University,http://www.csie.ncku.edu.tw/ncku_csie/depmember/teacherdetail/id/37,m9IzwP8AAAAJ,0000-0001-8201-223X
Fang Chen,Chalmers/GU,https://www.chalmers.se/en/staff/Pages/fang-chen.aspx,M_PnmHUAAAAJ,0000-0000-0000-0000
Fang Kong 0001,Soochow University,http://jxjylx.suda.edu.cn/c1/54/c12588a377172/page.htm,NOSCHOLARPAGE,0000-0000-0000-0000
Fang Li 0001,Shanghai Jiao Tong University,http://www.cs.sjtu.edu.cn/~li-fang,U3Sm3-YAAAAJ,0009-0001-2404-1152
Fang Liu 0001,Xidian University,https://web.xidian.edu.cn/fliu,qrQkfxYAAAAJ,0000-0002-5669-9354
Fang Liu 0002,Hunan University,http://design.hnu.edu.cn/info/1023/5787.htm,PXo2aVUAAAAJ,0000-0001-8753-3878
Fang Liu 0032,Beihang University,https://liufang816.github.io,iqtKptAAAAAJ,0000-0002-3905-8133
Fang Song 0001,Portland State University,https://fangsong.info,A6C3geAAAAAJ,0000-0002-3098-6451
Fang Zhao 0003,BUPT,https://scs.bupt.edu.cn/info/1277/2497.htm,NOSCHOLARPAGE,0000-0002-4784-5778
Fang Zhao 0006,Nanjing University,https://zhaofang0627.github.io,4C7mvOwAAAAJ,0000-0002-6772-8042
Fang-Yi Yu,George Mason University,https://cs.gmu.edu/~fangyiyu,LhLBzWEAAAAJ,0000-0002-3697-8807
Fangchun Yang,BUPT,https://int.bupt.edu.cn/content/content.php?p=6_16_94,NOSCHOLARPAGE,0000-0000-0000-0000
Fangfang Li,Central South University,https://faculty.csu.edu.cn/lifangfang/zh_CN/index.htm,NOSCHOLARPAGE,0000-0000-0000-0000
Fangfang Zhou,Central South University,https://faculty.csu.edu.cn/zff/zh_CN/index.htm,NOSCHOLARPAGE,0000-0002-4760-0551
Fanghui Liu 0001,University of Warwick,https://www.lfhsgre.org,AKxBgssAAAAJ,0000-0000-0000-0000
Fangju Wang,University of Guelph,https://www.uoguelph.ca/computing/people/fangju-wang,NOSCHOLARPAGE,0000-0000-0000-0000
Fangmin Song,Nanjing University,http://www.easychair.org/smart-program/VSL2014/person4653.html,NOSCHOLARPAGE,0000-0000-0000-0000
Fangming Liu,HUST,http://faculty.hust.edu.cn/liufangming/en/index.htm,MfjcVE4AAAAJ,0000-0002-8570-1345
Fangtian Ying,Zhejiang University,http://mypage.zju.edu.cn/0094123,NOSCHOLARPAGE,0000-0001-9047-0257
Fangtian Zhong,Montana State University,http://www.cs.montana.edu/directory/2458165/fangtian-zhong,byrWN40AAAAJ,0000-0002-1125-7472
Fangxiang Feng,BUPT,https://teacher.bupt.edu.cn/fengfangxiang1/en/index.htm,W0O_dfoAAAAJ,0000-0000-0000-0000
Fangxin Liu,Shanghai Jiao Tong University,https://mxhx7199.github.io,dXzsaIsAAAAJ,0000-0002-8769-293X
Fangxin Wang 0001,CUHK (SZ),https://mypage.cuhk.edu.cn/academics/wangfangxin,HX4VSZ0AAAAJ,0000-0003-2559-045X
Fangxing Li 0001,University of Tennessee,http://web.eecs.utk.edu/~fli6,Xlzr3HMAAAAJ,0000-0003-1060-7618
Fangzhen Lin,HKUST,http://www.cs.ust.hk/~flin,klFoxpYAAAAJ,0000-0002-3141-8675
Fanhua Shang,Tianjin University,https://sites.google.com/site/fanhua217,rk_HZTkAAAAJ,0000-0002-1040-352X
Fani Deligianni,University of Glasgow,https://www.gla.ac.uk/schools/computing/staff/fanideligianni,Uw6VosgAAAAJ,0000-0003-1306-5017
Fanny Chevalier,University of Toronto,http://www.cs.toronto.edu/~fchevali/fannydotnet/index.html,qc6jW8sAAAAJ,0000-0002-5585-7971
Fanxin Kong,University of Notre Dame,https://sites.google.com/site/fanxink,XeDepwwAAAAJ,0000-0002-2174-1620
Faqian Guan,City University of Macau,https://fds.cityu.edu.mo/en/members/452,tl6s9-cAAAAJ,0000-0002-5701-8311
Farag Sallabi,UAEU,https://www.uaeu.ac.ae/en/cit/profile.shtml?email=f.sallabi@uaeu.ac.ae,Y5X0HvEAAAAJ,0000-0000-0000-0000
Farah Deeba,UNC - Charlotte,https://ece.charlotte.edu/directory/dr-farah-deeba-phd,pjHmZ5sAAAAJ,0000-0000-0000-0000
Farah Shamout,NYU Abu Dhabi,https://www.farahshamout.com,STim0bgAAAAJ,0000-0002-6076-725X
Faramarz F. Samavati,University of Calgary,http://www.cpsc.ucalgary.ca/~samavati,NOSCHOLARPAGE,0000-0001-9440-7562
Faramarz Famil Samavati,University of Calgary,http://www.cpsc.ucalgary.ca/~samavati,NOSCHOLARPAGE,0000-0000-0000-0000
Faramarz Samavati,University of Calgary,http://www.cpsc.ucalgary.ca/~samavati,NOSCHOLARPAGE,0000-0001-9440-7562
Faraz Hasan,Massey University,http://www.massey.ac.nz/massey/expertise/profile.cfm?stref=572350,sL4S7W0AAAAJ,0000-0000-0000-0000
Fareed Zaffar,LUMS,https://lums.edu.pk/lums_employee/422,NOSCHOLARPAGE,0000-0000-0000-0000
Fareena Saqib,UNC - Charlotte,https://ece.charlotte.edu/directory/dr-fareena-saqib-phd,mL50OJwAAAAJ,0000-0000-0000-0000
Farhad Ahani Kamangar,University of Texas at Arlington,http://ranger.uta.edu/~kamangar,NOSCHOLARPAGE,0000-0000-0000-0000
Farhad Arbab,CWI,http://homepages.cwi.nl/~farhad,GTW3mJ4AAAAJ,0000-0000-0000-0000
Farhad Kamangar,University of Texas at Arlington,http://ranger.uta.edu/~kamangar,NOSCHOLARPAGE,0000-0001-7204-0296
Farhad Shahrokhi,University of North Texas,http://www.cse.unt.edu/~farhad,dQ6YZ10AAAAJ,0000-0000-0000-0000
Farhad Shirani 0001,Florida International University,https://pi-colab.github.io,M1Ab5mEAAAAJ,0000-0003-1316-3899
Farhana H. Zulkernine,Queen’s University,http://cs.queensu.ca/~farhana,NOSCHOLARPAGE,0000-0000-0000-0000
Farhana Murtaza Choudhury,University of Melbourne,https://findanexpert.unimelb.edu.au/profile/835663-farhana-choudhury,8hh5de8AAAAJ,0000-0001-6529-4220
Fariba Sadri,Imperial College London,http://www.doc.ic.ac.uk/~fs,1CN_q7kAAAAJ,0000-0000-0000-0000
Fariborz Lohrabi Pour,UNC - Charlotte,https://ece.charlotte.edu/directory/dr-fariborz-lohrabi-pour-phd,HdjHYJgAAAAJ,0000-0000-0000-0000
Farid Melgani,University of Trento,https://disi.unitn.it/~melgani,NOSCHOLARPAGE,0000-0000-0000-0000
Farid Shahandeh,Royal Holloway Univ. of London,https://pure.royalholloway.ac.uk/en/persons/farid-shahandeh,Sn15oc4AAAAJ,0000-0001-5316-6707
Farida Cheriet,Polytechnique Montreal,https://www.polymtl.ca/expertises/cheriet-farida,JnmZTOEAAAAJ,0000-0000-0000-0000
Farinaz Koushanfar,Univ. of California - San Diego,https://farinaz.eng.ucsd.edu/home,3XnMVUAAAAAJ,0000-0003-0798-3794
Faris Alwzinani,Brunel University London,https://www.brunel.ac.uk/people/faris-alwzinani,QdsIHjgAAAAJ,0000-0000-0000-0000
Farnam Jahanian,Carnegie Mellon University,https://www.cmu.edu/leadership/the-provost,NOSCHOLARPAGE,0000-0000-0000-0000
Farokh B. Bastani,University of Texas at Dallas,https://www.utdallas.edu/~bastani,NOSCHOLARPAGE,0000-0000-0000-0000
Farookh Hussain,University of Technology Sydney,https://www.uts.edu.au/staff/farookh.hussain,L2Ve-R0AAAAJ,0000-0003-1513-8072
Farookh Khadeer Hussain,University of Technology Sydney,https://www.uts.edu.au/staff/farookh.hussain,L2Ve-R0AAAAJ,0000-0000-0000-0000
Farshad Fotouhi,Wayne State University,http://www.cs.wayne.edu/fotouhi/page.php,IkBUnLYAAAAJ,0000-0000-0000-0000
Faruk Polat,Middle East Technical University,http://user.ceng.metu.edu.tr/~polat,NOSCHOLARPAGE,0000-0000-0000-0000
Farzad Farnoud,University of Virginia,https://engineering.virginia.edu/faculty/farzad-farnoud,s1NC4EMAAAAJ,0000-0002-8684-4487
Farzad Farnoud Hassanzadeh,University of Virginia,https://engineering.virginia.edu/faculty/farzad-farnoud,s1NC4EMAAAAJ,0000-0000-0000-0000
Farzan Farnia,Chinese University of Hong Kong,http://www.cse.cuhk.edu.hk/~farnia,GYPCqcYAAAAJ,0000-0002-6049-9232
Farzaneh Derakhshan,Illinois Institute of Technology,https://www.iit.edu/directory/people/farzaneh-derakhshan,C5JlM6AAAAAJ,0000-0002-2156-2606
Fateme Rajabiyazdi,University of Calgary,https://profiles.ucalgary.ca/fateme-rajabiyazdi,mvoc_5AAAAAJ,0000-0002-8710-865X
Fatemeh Afghah,Northern Arizona University,https://nau.edu/siccs/faculty/fatemeh-afghah,67mA71QAAAAJ,0000-0000-0000-0000
Fatemeh Golpayegani,University College Dublin,https://people.ucd.ie/fatemeh.golpayegani,TW6apHcAAAAJ,0000-0002-3712-6550
Fatemeh Nargesian,University of Rochester,https://fnargesian.com,QAXc7SwAAAAJ,0000-0002-4710-8719
Fatemeh Saadatmand,IT University of Copenhagen,https://pure.itu.dk/portal/en/persons/fatemeh-saadatmand(7cf914ac-d21d-4bb3-9737-a156985ba4f3).html,TiSWp_IAAAAJ,0000-0000-0000-0000
Fatih Alagöz,Boğaziçi University,https://www.cmpe.boun.edu.tr/~alagoz,5Nku4S8AAAAJ,0000-0000-0000-0000
Fatiha Sadat,Université du Québec à Montréal,https://professeurs.uqam.ca/professeur/sadat.fatiha,KSdsq6AAAAAJ,0000-0000-0000-0000
Fatima A. Merchant,University of Houston,https://www.uh.edu/technology/departments/et/people/?l=merchant&f=fatima,fUCDUOoAAAAJ,0000-0000-0000-0000
Fatima Abu Salem,American University of Beirut,http://www.cs.aub.edu.lb/fa21,NOSCHOLARPAGE,0000-0000-0000-0000
Fatima K. Abu Salem,American University of Beirut,http://www.cs.aub.edu.lb/fa21,NOSCHOLARPAGE,0000-0000-0000-0000
Fatma Deniz,TU Berlin,https://www.fatmanet.com,B5Gh1GsAAAAJ,0000-0000-0000-0000
Fatma Guney,Koç University,https://mysite.ku.edu.tr/fguney,g3UitywAAAAJ,0000-0000-0000-0000
Fatma Güney,Koç University,https://mysite.ku.edu.tr/fguney,g3UitywAAAAJ,0000-0002-0358-983X
Fausto Distante,Politecnico di Milano,http://home.deib.polimi.it/distante,NOSCHOLARPAGE,0000-0000-0000-0000
Fausto Fasano,University of Molise,http://docenti.unimol.it/index.php?u=fausto.fasano,8FQHw1gAAAAJ,0000-0003-3736-6383
Fausto Giunchiglia,University of Trento,http://fausto.disi.unitn.it,yDTC2DgAAAAJ,0000-0002-5903-6150
Fawad Ahmad 0002,Rochester Inst. of Technology,https://fawadahm.github.io,CcFk-6wAAAAJ,0000-0003-4182-229X
Fawaz A. Al Zaghoul,University of Jordan,http://computer.ju.edu.jo/Lists/FacultyAcademicStaff/Attachments/26/FAWAZCV-2013-English-Arabic-new-17-2-14.doc,i8KUEesAAAAJ,0000-0000-0000-0000
Faysal Hossain Shezan,University of Texas at Arlington,https://fhshezan.github.io,h2h3PMEAAAAJ,0000-0002-1649-0978
Fayyaz A. Afsar,University of Warwick,https://sites.google.com/view/fayyaz,cQ6eO_kAAAAJ,0000-0000-0000-0000
Fayyaz ul Amir Afsar Minhas,University of Warwick,https://sites.google.com/view/fayyaz,cQ6eO_kAAAAJ,0000-0001-9129-1189
Fazli Can,Bilkent University,http://www.cs.bilkent.edu.tr/~canf,u1-_lGIAAAAJ,0000-0003-0016-4278
Federica Arrigoni,Politecnico di Milano,https://federica-arrigoni.github.io,bzBtqfQAAAAJ,0000-0003-0331-4032
Federica Mandreoli,Univ. of Modena and Reggio Emilia,https://personale.unimore.it/rubrica/dettaglio/fmandreoli,S52hANkAAAAJ,0000-0002-8043-8787
Federica Paganelli,University of Pisa,http://pages.di.unipi.it/paganelli,4pjeAWcAAAAJ,0000-0000-0000-0000
Federica Sarro,University College London,http://www0.cs.ucl.ac.uk/staff/F.Sarro,nW9MDIQAAAAJ,0000-0002-9146-442X
Federico Castagna,Brunel University London,https://www.brunel.ac.uk/people/federico-castagna,idu4cFgAAAAJ,0000-0002-5142-4386
Federico Ciccozzi,Mälardalen University,https://federicociccozzi.com,NibAlbMAAAAJ,0000-0000-0000-0000
