name,affiliation,homepage,scholarid
Pieter Spronck,Tilburg University,https://www.tilburguniversity.edu/webwijs/show/p.spronck.htm,sB4vyswAAAAJ
Pieter W. M. Koopman,Radboud University,http://www.cs.ru.nl/~pieter,LZNqOaEAAAAJ
Pietro Bonizzi,Maastricht University,https://www.maastrichtuniversity.nl/pietro.bonizzi,Y-zKXgsAAAAJ
Pietro Cenciarelli,Sapienza University of Rome,http://wwwusers.di.uniroma1.it/~cencia,NOSCHOLARPAGE
Pietro Liò,University of Cambridge,https://www.cl.cam.ac.uk/~pl219,3YrWf7EAAAAJ
Pietro Michiardi,EURECOM,http://www.eurecom.fr/~michiard,mlx1eCgAAAAJ
Pietro Perona,California Institute of Technology,https://www.vision.caltech.edu/Perona.html,j29kMCwAAAAJ
Pietro S. Oliveto,University of Sheffield,https://www.sheffield.ac.uk/dcs/people/academic/pietro-oliveto,dGRqOi0AAAAJ
Pietro Simone Oliveto,University of Sheffield,https://www.sheffield.ac.uk/dcs/people/academic/pietro-oliveto,dGRqOi0AAAAJ
Pin Tao,Tsinghua University,http://www.cs.tsinghua.edu.cn/publish/csen/4623/2010/20101224173206168406028/20101224173206168406028_.html,NOSCHOLARPAGE
Pinaki Mazumder,University of Michigan,http://web.eecs.umich.edu/~mazum,8knozEkAAAAJ
Pinaki Mitra,IIT Guwahati,http://www.iitg.ernet.in/pinaki,ZVxC1rB3vXEC
Pinar Duygulu,Hacettepe University,https://web.cs.hacettepe.edu.tr/~pinar,1KEMrHkAAAAJ
Pinar Duygulu Sahin,Hacettepe University,https://web.cs.hacettepe.edu.tr/~pinar,1KEMrHkAAAAJ
Pinar Heggernes,University of Bergen,http://www.ii.uib.no/~pinar,NOSCHOLARPAGE
Pinar Karagoz,Middle East Technical University,http://user.ceng.metu.edu.tr/~karagoz,u3r3gJIAAAAJ
Pinar Senkul,Middle East Technical University,http://user.ceng.metu.edu.tr/~karagoz,u3r3gJIAAAAJ
Pinar Tözün,IT University of Copenhagen,https://pure.itu.dk/portal/en/persons/pinar-toezun(63342b24-28ec-40c5-a7d9-ec49867dc75d).html,JTmMb3kAAAAJ
Pinar Yolum,Utrecht University,https://www.uu.nl/staff/PYolumBirbil,lbdyKlYAAAAJ
Pinar Öztürk,NTNU,https://www.ntnu.edu/employees/pinar,wL7HNLsAAAAJ
Ping Ji 0002,CUNY,http://jjcweb.jjay.cuny.edu/pji,tQiUbtEAAAAJ
Ping Li 0001,Rutgers University,http://www.stat.rutgers.edu/home/pingli,vR8jj4YAAAAJ
Ping Luo 0001,Chinese Academy of Sciences,http://mldm.ict.ac.cn/MLDM/luoping,d5L-OV4AAAAJ
