name,affiliation,homepage,scholarid
Kwong-Sak Leung,Chinese University of Hong Kong,http://www.cs.cuhk.edu.hk/~ksleung,x--r9cIAAAAJ
Kyla A. McMullen,University of Florida,https://www.cise.ufl.edu/people/faculty/kyla,DzvXnyoAAAAJ
Kyle C. Hale,Illinois Institute of Technology,https://science.iit.edu/people/faculty/kyle-hale,zYAOJqwAAAAJ
Kyle Fox,University of Texas at Dallas,http://utdallas.edu/~kyle.fox,7TKz5UgAAAAJ
Kyle Jamieson,Princeton University,https://www.cs.princeton.edu/~kylej,NOSCHOLARPAGE
Kyle Rector,University of Iowa,https://homepage.cs.uiowa.edu/~krector,oSHTlC4AAAAJ
Kyle Winfree,Northern Arizona University,https://nau.edu/siccs/faculty/kyle-winfree,JHtMG2QAAAAJ
Kylie Peppler,Univ. of California - Irvine,http://kpeppler.com,FACtCgUAAAAJ
Kyo Chul Kang,POSTECH,https://cse.postech.ac.kr/kck,NOSCHOLARPAGE
Kyogu Lee,Seoul National University,http://marg.snu.ac.kr,Fk4jQFEAAAAJ
Kyomin Jung,Seoul National University,http://milab.snu.ac.kr/kjung/index.html,u3uMl4MAAAAJ
Kyong Hoon Kim,Kyungpook National University,http://rtc.knu.ac.kr,NOSCHOLARPAGE
Kyong-Ho Lee,Yonsei University,http://icl.yonsei.ac.kr/member-prof.html,xFohNkYAAAAJ
Kyoung Mu Lee,Seoul National University,https://cv.snu.ac.kr/~kmlee,Hofj9kAAAAAJ
Kyoung-Don Kang,Binghamton University,https://www.binghamton.edu/cs/people/kang.html,5Qrq3p0AAAAJ
KyoungSoo Park,KAIST,https://www.ndsl.kaist.edu/~kyoungsoo,ZrPrFicAAAAJ
Kyoungwoo Lee,Yonsei University,http://dclab.yonsei.ac.kr/kwlee,eM9Nv7UAAAAJ
Kyriakos Mouratidis,Singapore Management University,https://www.smu.edu.sg/faculty/profile/9633/Kyriakos-MOURATIDIS,vq5oTnEAAAAJ
Kyros Kutulakos,University of Toronto,http://www.cs.toronto.edu/~kyros,NOSCHOLARPAGE
Kyu Hyung Lee,University of Georgia,http://cobweb.cs.uga.edu/~kyuhlee,oHcacuIAAAAJ
Kyu Min Lee,Worcester Polytechnic Institute,http://web.cs.wpi.edu/~kmlee,zQKRsSEAAAAJ
Kyu-Young Whang,KAIST,http://dblab.kaist.ac.kr/Prof/main_eng.html,LZSo1YEAAAAJ
Kyumin Lee,Worcester Polytechnic Institute,http://web.cs.wpi.edu/~kmlee,zQKRsSEAAAAJ
Kyungdon Joo,UNIST,https://kdjoo369.wixsite.com/kdjoo,hNxIPzMAAAAJ
KyungHyun Cho,New York University,http://www.kyunghyuncho.me,0RAmmIAAAAAJ
Kyunghan Lee,Seoul National University,http://nxc.snu.ac.kr,IwQCRuQAAAAJ
Kyunghyun Cho,New York University,http://www.kyunghyuncho.me,0RAmmIAAAAAJ
Kyungim Baek,University of Hawaii at Manoa,http://www2.hawaii.edu/~kyungim,NOSCHOLARPAGE
Kyungmin Bae,POSTECH,http://sevlab.postech.ac.kr/~kmbae,RfWIHGsAAAAJ
Kyungshik Lim,Kyungpook National University,http://wicom.knu.ac.kr,NOSCHOLARPAGE
Kyuseok Shim,Seoul National University,http://kdd.snu.ac.kr/~shim,3Y254i4AAAAJ
L. C. Verbrugge,University of Groningen,http://www.ai.rug.nl/~rineke,p6lcxiMAAAAJ
L. Darrell Whitley,Colorado State University,http://www.cs.colostate.edu/~whitley,NOSCHOLARPAGE
L. Gwenn Volkert,Kent State University,http://www.cs.kent.edu/~volkert,NOSCHOLARPAGE
