name,affiliation,homepage,scholarid,orcid
Jaakko Lehtinen,Aalto University,https://mediatech.aalto.fi/~jaakko,Vpr6s3sAAAAJ,0000-0001-9418-4944
Jaakko Peltonen,Tampere University,https://www.tuni.fi/en/jaakko-peltonen,WFYU6DkAAAAJ,0000-0003-3485-8585
Jaan Aru,University of Tartu,https://sites.google.com/view/jaanaru,FvFOzS8AAAAJ,0000-0003-3927-452X
Jaap Gordijn,VU Amsterdam,http://www.cs.vu.nl/~gordijn,NOSCHOLARPAGE,0000-0000-0000-0000
Jaap Heringa,VU Amsterdam,http://www.cs.vu.nl/~heringa,ZhNFzz8AAAAJ,0000-0001-8641-4930
Jaap Kamps,University of Amsterdam,https://e.humanities.uva.nl,bWlQ2uEAAAAJ,0000-0002-6614-0087
Jaap-Henk Hoepman,Radboud University,http://www.cs.ru.nl/~jhh,QWyYRlkAAAAJ,0000-0000-0000-0000
Jacco van Ossenbruggen,VU Amsterdam,http://homepages.cwi.nl/~jrvosse,BqsB3xIAAAAJ,0000-0002-7748-4715
Jacek Koronacki,IPI PAN,https://ipipan.waw.pl/instytut/pracownicy/jacek-koronacki,XSStCMQAAAAJ,0000-0003-2189-0041
Jacek Mandziuk,Nanyang Technological University,http://research.ntu.edu.sg/expertise/academicprofile/Pages/StaffProfile.aspx?ST_EMAILID=J.MANDZIUK&CategoryDescription=MachinesSystems,NOSCHOLARPAGE,0000-0000-0000-0000
Jacek Sroka,University of Warsaw,http://fuzzyinsights.com/author/jacek-sroka,NOSCHOLARPAGE,0000-0002-1714-9667
Jacir Luiz Bordim,Universidade de Brasília,http://cic.unb.br/~bordim/index.htm,0fXoQt0AAAAJ,0000-0000-0000-0000
Jack A. Stankovic,University of Virginia,https://engineering.virginia.edu/faculty/john-stankovic,4VJre9IAAAAJ,0000-0000-0000-0000
Jack Brimberg,Royal Military College of Canada,https://www.rmc-cmr.ca/en/mathematics-and-computer-science/dr-jack-brimberg,RAVaTi4AAAAJ,0000-0003-1296-7705
Jack C. Wileden,Univ. of Massachusetts Amherst,https://people.cs.umass.edu/~jack/ccsl-www,fJxwllcAAAAJ,0000-0000-0000-0000
Jack Doerner,University of Virginia,https://jackdoerner.net,QMbCDtEAAAAJ,0009-0007-0409-2132
Jack Dongarra,University of Tennessee,http://www.netlib.org/utk/people/JackDongarra,X4SbSTAAAAAJ,0000-0003-3247-1782
Jack H. Lutz,Iowa State University,http://www.cs.iastate.edu/~lutz,mxv3BeAAAAAJ,0000-0000-0000-0000
Jack H. Noble,Vanderbilt University,https://my.vanderbilt.edu/jacknoble,xrsieAkAAAAJ,0000-0000-0000-0000
Jack J. Dongarra,University of Tennessee,http://www.netlib.org/utk/people/JackDongarra,X4SbSTAAAAAJ,0000-0003-3247-1782
Jack Jansen,CWI,http://homepages.cwi.nl/~jack,qHiBTg0AAAAJ,0000-0000-0000-0000
Jack Lange,University of Pittsburgh,https://www.cs.pitt.edu/~jacklange,47I8TqkAAAAJ,0000-0000-0000-0000
Jack M. Carroll 0001,Pennsylvania State University,https://jcarroll.ist.psu.edu,7Mg8JZMAAAAJ,0000-0000-0000-0000
Jack Sampson,Pennsylvania State University,http://www.cse.psu.edu/~jms1257,fSQCT0YAAAAJ,0009-0008-4990-8585
Jack Snoeyink,University of North Carolina,http://www.cs.unc.edu/~snoeyink,fIoDWp8AAAAJ,0000-0002-3887-4008
Jack Valmadre,Adelaide University,https://researchers.adelaide.edu.au/profile/jack.valmadre,_VSBqL0AAAAJ,0000-0003-1004-2784
Jack W. Davidson,University of Virginia,https://engineering.virginia.edu/faculty/jack-w-davidson,n7YuWIAAAAAJ,0000-0000-0000-0000
Jack van Wijk,TU Eindhoven,http://www.win.tue.nl/~vanwijk,1F_eX28AAAAJ,0000-0000-0000-0000
Jackie Chi Kit Cheung,McGill University,http://cs.mcgill.ca/~jcheung,Um-wmYQAAAAJ,0000-0000-0000-0000
Jackson Woodruff,University of Edinburgh,http://jacksonwoodruff.com,JWhQ564AAAAJ,0000-0000-0000-0000
Jacky Baltes,University of Manitoba,http://www.cs.umanitoba.ca/~jacky,557QR3kAAAAJ,0000-0003-3360-1892
Jacky Hansjoerg Baltes,University of Manitoba,http://www.cs.umanitoba.ca/~jacky,557QR3kAAAAJ,0000-0000-0000-0000
Jacky Keung,City University of Hong Kong,http://www.cs.cityu.edu.hk/profile/jacky.keung.html,UpuYcQoAAAAJ,0000-0002-3803-9600
Jacky W. Keung,City University of Hong Kong,http://www.cs.cityu.edu.hk/profile/jacky.keung.html,UpuYcQoAAAAJ,0000-0002-3803-9600
Jacky Wai Keung,City University of Hong Kong,http://www.cs.cityu.edu.hk/profile/jacky.keung.html,UpuYcQoAAAAJ,0000-0002-3803-9600
Jaco C. van de Pol,Aarhus University,https://cs.au.dk/~jaco,gbSSgnkAAAAJ,0000-0000-0000-0000
Jaco Geldenhuys,Stellenbosch University,http://www.cs.sun.ac.za/~jaco,Y5dRFosAAAAJ,0000-0002-5636-6656
Jaco van de Pol,Aarhus University,https://cs.au.dk/~jaco,gbSSgnkAAAAJ,0000-0003-4305-0625
Jacob Andreas,Massachusetts Inst. of Technology,https://web.mit.edu/jda/www,dnZ8udEAAAAJ,0000-0002-3141-5845
Jacob D. Furst,DePaul University,https://www.cdm.depaul.edu/about/Pages/People/facultyinfo.aspx?fid=365,NOSCHOLARPAGE,0000-0000-0000-0000
Jacob Feldman,Rutgers University,https://ruccs.rutgers.edu/jacob,KoJrMIAAAAAJ,0000-0002-9980-5989
Jacob Goldberger,Bar-Ilan University,http://www.eng.biu.ac.il/goldbej,vgzrOK4AAAAJ,0000-0002-2225-1914
Jacob Holm,University of Copenhagen,https://di.ku.dk/english/staff/?pure=en%2Fpersons%2Fjacob-holm(b9128f70-a478-4df0-9f6b-cc665f65976c)%2Fpublications.html,VzPHumEAAAAJ,0000-0001-6997-9251
Jacob K. White 0001,Massachusetts Inst. of Technology,http://www.rle.mit.edu/cpg/people_faculty.htm,4lpSV-8AAAAJ,0000-0000-0000-0000
Jacob Krüger,TU Eindhoven,https://research.tue.nl/en/persons/jacob-kr%C3%BCger,kNvGUNsAAAAJ,0000-0002-0283-248X
Jacob M. Howe,City University of London,https://www.city.ac.uk/people/academics/jacob-howe,Nd7-X2IAAAAJ,0000-0000-0000-0000
Jacob M. Luber,University of Texas at Arlington,https://www.uta.edu/academics/faculty/profile?username=luberj,qkLcROYAAAAJ,0000-0001-5268-5732
Jacob Murray,Washington State University,https://school.eecs.wsu.edu/people/faculty/jacob-murray,NOSCHOLARPAGE,0000-0002-6717-9899
Jacob O. Wobbrock,University of Washington,http://faculty.washington.edu/wobbrock,TmZ3howAAAAJ,0000-0003-3675-5491
Jacob R. Gardner,University of Pennsylvania,https://www.seas.upenn.edu/directory/profile.php?ID=339,0gkajvEAAAAJ,0000-0003-1897-8384
Jacob Scharcanski,UFRGS,http://www.inf.ufrgs.br/~jacobs,o9csf6QAAAAJ,0000-0000-0000-0000
Jacob Sorber,Clemson University,https://people.cs.clemson.edu/~jsorber,yXqu6esAAAAJ,0000-0003-0097-9282
Jacob Steinhardt,Univ. of California - Berkeley,https://www.stat.berkeley.edu/~jsteinhardt,LKv32bgAAAAJ,0000-0000-0000-0000
Jacob T. Biehl,University of Pittsburgh,https://jtbiehl.github.io,LYy73WkAAAAJ,0000-0002-3878-5208
Jacob Thebault-Spieker,University of Wisconsin - Madison,https://jacob.thebault-spieker.com,43pv2cYAAAAJ,0000-0003-1569-4466
Jacob W. Crandall,Brigham Young University,http://www.jacobcrandall.net,FHGBC58AAAAJ,0000-0000-0000-0000
Jacob White 0001,Massachusetts Inst. of Technology,http://www.rle.mit.edu/cpg/people_faculty.htm,4lpSV-8AAAAJ,0000-0000-0000-0000
Jacob Whitehill,Worcester Polytechnic Institute,https://www.wpi.edu/academics/facultydir/200331.htm,PGyMqU0AAAAJ,0000-0000-0000-0000
Jacob William Crandall,Brigham Young University,http://www.jacobcrandall.net,FHGBC58AAAAJ,0000-0000-0000-0000
Jacobo Torán,University of Ulm,https://www.uni-ulm.de/toran1,9tCatQwAAAAJ,0000-0000-0000-0000
Jacobo Torán Romero,University of Ulm,https://www.uni-ulm.de/toran1,9tCatQwAAAAJ,0000-0000-0000-0000
Jacobus E. van der Merwe,University of Utah,https://www.cs.utah.edu/~kobus,PEki4LgAAAAJ,0000-0000-0000-0000
Jacopo Urbani,VU Amsterdam,http://www.jacopourbani.it,5o88MDIAAAAJ,0000-0002-0717-3559
Jacqueline Christmas,University of Exeter,http://emps.exeter.ac.uk/computer-science/staff/jtc202,IQRq0CYAAAAJ,0000-0000-0000-0000
Jacqueline Staub,University of Trier,https://ddi.uni-trier.de,hFe7oDcAAAAJ,0009-0004-7864-5711
Jacques A. de Guise,ETS Montreal,http://www.etsmtl.ca/Recherche/Chaires-unites-rech/Chaires/CRC-imagerie-3D,JMQcz58AAAAJ,0000-0000-0000-0000
Jacques Carette,McMaster University,https://www.cas.mcmaster.ca/~carette,Sc-k-EgAAAAJ,0000-0001-8993-9804
Jacques D. Fleuriot,University of Edinburgh,https://www.inf.ed.ac.uk/people/staff/Jacques_Fleuriot.html,NOSCHOLARPAGE,0000-0002-6867-9836
Jacques Fayolle,Université Jean Monnet,https://www.univ-st-etienne.fr/fr/tous-les-faits-marquants/annees-precedentes/annee-2011-2012/jacques-fayolle-elu-directeur-de-telecom-saint-etienne.html,C8efi9MAAAAJ,0000-0000-0000-0000
Jacques Pasquier-Rocha,University of Fribourg,https://www.unifr.ch/inf/en/all/people/15735/c2a24,j1GgJuMAAAAJ,0000-0000-0000-0000
Jacques Stern,Ecole Normale Superieure,http://www.di.ens.fr/users/stern,NOSCHOLARPAGE,0000-0000-0000-0000
Jacques Wainer,UNICAMP,http://www.ic.unicamp.br/~wainer,wKRXIZ8AAAAJ,0000-0001-5201-1244
Jadwiga Indulska,University of Queensland,http://staff.itee.uq.edu.au/jaga,syzrSEcAAAAJ,0000-0001-8083-4299
Jae C. Oh,Syracuse University,http://eng-cs.syr.edu/our-departments/electrical-engineering-and-computer-science/people/faculty,NOSCHOLARPAGE,0000-0002-5842-5189
Jae Chan Oh,Syracuse University,http://eng-cs.syr.edu/our-departments/electrical-engineering-and-computer-science/people/faculty,NOSCHOLARPAGE,0000-0000-0000-0000
Jae Joon Kim,Seoul National University,https://vlsi.snu.ac.kr/team,Ee994T0AAAAJ,0000-0000-0000-0000
Jae Jun Yoo,UNIST,https://sites.google.com/view/jaejunyoo,7NBlQw4AAAAJ,0000-0000-0000-0000
Jae S. Lim,Massachusetts Inst. of Technology,http://www.rle.mit.edu/people/directory/jae-lim,ClH0XTsAAAAJ,0000-0000-0000-0000
Jae W. Lee,Seoul National University,https://cse.snu.ac.kr/en/professor/jae-wook-lee,PA-QN6IAAAAJ,0000-0002-4266-4919
Jae-Gil Lee 0001,KAIST,http://dm.kaist.ac.kr/jaegil,h9mbv9MAAAAJ,0000-0002-8711-7732
Jae-Pil Heo,Sungkyunkwan University,https://sites.google.com/site/vclabskku,VXyJ_ssAAAAJ,0000-0001-9684-7641
Jae-Soo Kim,Kyungpook National University,http://computer.knu.ac.kr,NOSCHOLARPAGE,0000-0000-0000-0000
Jae-Young Sim,UNIST,http://vip.unist.ac.kr,Mx6iAMoAAAAJ,0000-0000-0000-0000
Jae-il Kim,Kyungpook National University,https://sites.google.com/view/ipalab,L8cMLmEAAAAJ,0000-0000-0000-0000
Jae-sun Seo [Tech],Cornell University,https://seo.ece.cornell.edu/professor,0eA8Fr8AAAAJ,0000-0000-0000-0000
Jaegul Choo,KAIST,https://sites.google.com/site/jaegulchoo,GHJYsLEAAAAJ,0000-0003-1071-4835
Jaeha Kung,Korea University,https://idslab.korea.ac.kr,dQvmSAoAAAAJ,0000-0001-6151-8602
Jaeho Lee,POSTECH,https://jaeho-lee.github.io,t91zoQMAAAAJ,0000-0000-0000-0000
Jaehong Yoon,Nanyang Technological University,https://jaehong31.github.io,-5comoUAAAAJ,0000-0002-9653-9590
Jaehyuk Cha,Hanyang University,http://db.hanyang.ac.kr/doku.php?id=%EC%B0%A8%EC%9E%AC%ED%98%81_%EA%B5%90%EC%88%98%EB%8B%98,wvjewAQAAAAJ,0000-0003-4869-901X
Jaehyuk Huh 0001,KAIST,http://calab.kaist.ac.kr/~jhuh,NC4hxqEAAAAJ,0000-0002-1742-047X
Jaehyung Kim 0001,Yonsei University,https://sites.google.com/view/jaehyungkim,6OYOsGsAAAAJ,0000-0003-2568-9951
Jaeil Kim,Kyungpook National University,https://sites.google.com/view/ipalab,L8cMLmEAAAAJ,0009-0007-0413-3256
Jaejin Lee,Seoul National University,http://aces.snu.ac.kr/~jlee,6JaKru0AAAAJ,0000-0003-4638-8170
Jaejun Yoo 0001,UNIST,https://sites.google.com/view/jaejunyoo,7NBlQw4AAAAJ,0000-0001-5252-9668
Jaekyun Moon,KAIST,http://moonlab.kaist.ac.kr/people.html,dfH3YpkAAAAJ,0000-0000-0000-0000
Jaelson Brelaz de Castro,UFPE,http://www.cin.ufpe.br/~jbc,Um1B6_4AAAAJ,0000-0000-0000-0000
Jaelson Castro,UFPE,http://www.cin.ufpe.br/~jbc,Um1B6_4AAAAJ,0000-0002-4635-7297
Jaelson Freire Brelaz de Castro,UFPE,http://www.cin.ufpe.br/~jbc,Um1B6_4AAAAJ,0000-0000-0000-0000
Jaemin Jo,Sungkyunkwan University,https://idclab.skku.edu,fw7ft64AAAAJ,0000-0002-5207-6010
Jaemin Yoo,KAIST,https://jaeminyoo.github.io,LcxcTRUAAAAJ,0000-0001-7237-5117
Jaesik Choi,KAIST,http://sailab.kaist.ac.kr/jaesik,RqMLVzUAAAAJ,0000-0002-4663-3263
Jaesik Park,Seoul National University,http://jaesik.info,_3q6KBIAAAAJ,0000-0001-5541-409X
Jaewoo Kang,Korea University,https://dmis.korea.ac.kr/jaewoo-kang-p-i,RaBZafQAAAAJ,0000-0001-6798-9106
Jaewoo Lee,University of Georgia,http://cobweb.cs.uga.edu/~jwlee,kqgVwE8AAAAJ,0000-0001-5887-2184
Jaewook Lee 0001,Seoul National University,https://slcf.snu.ac.kr/members/professor,teMdzbwAAAAJ,0000-0000-0000-0000
Jaewoong Sim,Seoul National University,https://jaewoong.org,4U65ziwAAAAJ,0000-0002-0403-9928
Jaeyeon Jang,The Catholic University of Korea,https://sites.google.com/view/jaeyeonjang,YcTjjbUAAAAJ,0000-0000-0000-0000
Jaeyeon Lee 0002,UNIST,https://jaeyeonlee.com,K_xmrzgAAAAJ,0000-0002-6474-8080
Jaeyoung Do,Seoul National University,https://aidas.snu.ac.kr/people,eIMVw2MAAAAJ,0000-0003-1275-1621
Jafar Habibi,Sharif University of Technology,http://sharif.ir/~jhabibi,fKvyreEAAAAJ,0000-0000-0000-0000
Jagarlapudi Saketha Nath,IIT Hyderabad,http://www.iith.ac.in/~saketha,k70LrvsAAAAJ,0000-0000-0000-0000
Jagath C. Rajapakse,Nanyang Technological University,http://www.ntu.edu.sg/home/asjagath,9WPWHiEAAAAJ,0000-0001-7944-1658
Jagrati Singh,IGDTUW,https://www.igdtuw.ac.in/computerScience.php?name=Jagrati_singh,zvxHl5AAAAAJ,0000-0000-0000-0000
Jai Kang,Rochester Inst. of Technology,https://www.rit.edu/gccis/jai-kang,NOSCHOLARPAGE,0000-0000-0000-0000
Jaideep Mulherkar,DAIICT,http://intranet.daiict.ac.in/~jaideep_mulherkar,J2aDvokAAAAJ,0000-0000-0000-0000
Jaideep Srivastava,University of Minnesota,https://www.cs.umn.edu/people/faculty,Y4J5SOwAAAAJ,0000-0001-9385-7545
Jaideep Vaidya,Rutgers University,https://www.business.rutgers.edu/faculty/jaideep-vaidya,5bYRZ4sAAAAJ,0000-0002-7420-6947
Jaijeet Roychowdhury,Univ. of California - Berkeley,https://www2.eecs.berkeley.edu/Faculty/Homepages/jr.html,NOSCHOLARPAGE,0000-0000-0000-0000
Jaijeet S. Roychowdhury,Univ. of California - Berkeley,https://www2.eecs.berkeley.edu/Faculty/Homepages/jr.html,NOSCHOLARPAGE,0000-0000-0000-0000
Jaikumar Radhakrishnan,Tata Inst. of Fundamental Research,http://www.tcs.tifr.res.in/~jaikumar,R-Iyl4gAAAAJ,0000-0000-0000-0000
Jaime Arguello,University of North Carolina,https://sils.unc.edu/people/faculty/profiles/Jaime-Arguello,q7foMK4AAAAJ,0000-0002-7645-0556
Jaime Delgado,Polytechnic Univ. of Catalonia,http://ieeexplore.ieee.org/document/6214725/?section=abstract,RSDAEdAAAAAJ,0000-0000-0000-0000
Jaime Delgado Merce,Polytechnic Univ. of Catalonia,http://ieeexplore.ieee.org/document/6214725/?section=abstract,RSDAEdAAAAAJ,0000-0000-0000-0000
Jaime Fernández Fisac,Princeton University,https://ece.princeton.edu/people/jaime-fernandez-fisac,HvjirogAAAAJ,0000-0000-0000-0000
Jaime Navon,UC Chile,https://www.ing.uc.cl/academicos-e-investigadores/jaime-navon-cohen,NOSCHOLARPAGE,0000-0000-0000-0000
Jaime Ruiz,University of Florida,https://www.jaimeruiz.com,K1O-ZPIAAAAJ,0000-0002-9139-6172
Jaime Simao Sichman,USP,https://www2.pcs.usp.br/pcsv6/index.php/131-docentes/223-jaime,rlSHIHIAAAAJ,0000-0000-0000-0000
Jaime Viegas,Masdar Institute,https://www.masdar.ac.ae/aboutus/management/faculty-directory/item/5686-jaime-viegas,R97KDQ0AAAAJ,0000-0002-7542-8349
Jainendra K. Navlakha,Florida International University,https://www.cis.fiu.edu/faculty-staff/navlakha-jainendra-k,NOSCHOLARPAGE,0000-0000-0000-0000
Jainendra Shukla,IIIT Delhi,https://www.iiitd.ac.in/jainendra,QCZleNQAAAAJ,0000-0002-6526-0087
Jake J. Abbott,University of Utah,https://www.mech.utah.edu/directory/faculty/jake-abbott,GyeogAAAAJ,0000-0000-0000-0000
Jake Lever,University of Glasgow,https://www.gla.ac.uk/schools/computing/staff/jakelever,5ICLcYAAAAAJ,0000-0001-8198-2939
Jakob Andreas Bærentzen,DTU,https://www.compute.dtu.dk/english,NOSCHOLARPAGE,0000-0003-2583-0660
Jakob Bohr,DTU,https://www.compute.dtu.dk/english,NOSCHOLARPAGE,0000-0003-4076-2045
Jakob Eg Larsen,DTU,https://www.compute.dtu.dk/english,NOSCHOLARPAGE,0000-0000-0000-0000
Jakob Eriksson,University of Illinois at Chicago,https://www.cs.uic.edu/Jakob,kLUW0psAAAAJ,0000-0002-4848-7503
Jakob Grue Simonsen,University of Copenhagen,http://www.diku.dk/~simonsen,JFhAzosAAAAJ,0000-0002-3488-9392
Jakob H. Macke,University of Tübingen,https://uni-tuebingen.de/en/research/core-research/cluster-of-excellence-machine-learning/research/research/cluster-research-groups/professorships/machine-learning-in-science,FKOqtF8AAAAJ,0000-0000-0000-0000
Jakob Nordström,University of Copenhagen,http://www.jakobnordstrom.se,YSFwWNIAAAAJ,0000-0002-2700-4285
Jakob Rehof,TU Dortmund,https://ls14-www.cs.uni-dortmund.de/cms/de/home,lhc6Jn4AAAAJ,0000-0000-0000-0000
Jakob Runge,TU Dresden,https://www.jakob-runge.com,wtXVvuUAAAAJ,0000-0002-0629-1772
Jakob Zech,Heidelberg University,https://jakobzech.com,F678i2sAAAAJ,0000-0000-0000-0000
Jakub Kowalski,University of Wroclaw,http://ii.uni.wroc.pl/instytut/pracownicy/64,31AWuosAAAAJ,0000-0003-1932-4278
Jakub M. Tomczak,VU Amsterdam,https://jmtomczak.github.io/index.html,XB99pR4AAAAJ,0000-0001-8634-694X
Jakub Marecek,Czech Technical University,https://www.aic.fel.cvut.cz/research-areas/optimization,Ew8TNsMAAAAJ,0000-0003-0839-0691
Jakub Michaliszyn,University of Wroclaw,http://www.ii.uni.wroc.pl/~jmi,KxpyIIYAAAAJ,0000-0002-5053-0347
Jakub Mikolaj Tomczak,VU Amsterdam,https://jmtomczak.github.io/index.html,XB99pR4AAAAJ,0000-0000-0000-0000
Jakub Pawlewicz,University of Warsaw,https://chessprogramming.wikispaces.com/Jakub+Pawlewicz,95JYFDQAAAAJ,0000-0003-4670-9106
Jakub Radoszewski,University of Warsaw,http://uw.academia.edu/JakubRadoszewski,U-0-OtsAAAAJ,0000-0002-0067-6401
Jakub Simko,Kempelen Institute - KInIT,https://kinit.sk/member/jakub-simko,vjXMG2AAAAAJ,0000-0003-0239-4237
Jakub Szefer,Yale University,http://seas.yale.edu/faculty-research/faculty-directory/jakub-szefer,NO1Je2kAAAAJ,0000-0001-9721-3640
Jalaj Upadhyay,Rutgers University,https://sites.google.com/view/jalajupadhyay/home,vHTMzPQAAAAJ,0009-0004-3305-5101
Jalal Kawash,University of Calgary,http://www.cpsc.ucalgary.ca/~kawash,NOSCHOLARPAGE,0000-0000-0000-0000
