name,affiliation,homepage,scholarid
Geunbae Lee,POSTECH,http://nlp.postech.ac.kr/~gblee,t30saScAAAAJ
Gevorg Grigoryan,Dartmouth College,http://dartmouth.edu/faculty-directory/gevorg-grigoryan,hJuusUEAAAAJ
Geyong Min,University of Exeter,http://emps.exeter.ac.uk/computer-science/staff/gm321,OKpejRIAAAAJ
Ghadah Aldabbagh,King Abdulaziz University,http://www.kau.edu.sa/CVEn.aspx?Site_ID=0003149&Lng=EN,mZkyspYAAAAJ
Ghassan Hamarneh,Simon Fraser University,http://www.cs.sfu.ca/~hamarneh,61DdlkAAAAAJ
Ghazanfar Asadi,Sharif University of Technology,http://sharif.edu/~asadi,fgNWK9YAAAAJ
Gheorghe Tecuci,George Mason University,http://lac.gmu.edu/members/tecuci.htm,OrhUjqEAAAAJ
Ghita Kouadri Mostéfaoui,University College London,http://www0.cs.ucl.ac.uk/people/G.KouadriMostefaoui.html,mjvM1qMAAAAJ
Gholamreza Anbarjafari,University of Tartu,http://kodu.ut.ee/~sjafari,6gN67JAAAAAJ
Gholamreza Ghassem-Sani,Sharif University of Technology,http://sina.sharif.ac.ir/~sani,NOSCHOLARPAGE
Gholamreza Haffari,Monash University,http://users.monash.edu.au/~gholamrh,Perjx5EAAAAJ
Gi-Soo Kim,UNIST,https://sdm.unist.ac.kr/,uW2qIcYAAAAJ
Giacomo Boracchi,Politecnico di Milano,http://home.deib.polimi.it/boracchi,lBa_mnYAAAAJ
Giacomo Livan,University College London,http://www0.cs.ucl.ac.uk/people/G.Livan.html,Ep3TFKsAAAAJ
Giacomo Oliveri,University of Trento,http://www.soi.unitn.it/staff/giacomo-oliveri/,NOSCHOLARPAGE
Giacomo Tarroni,City University of London,https://www.city.ac.uk/people/academics/giacomo-tarroni,6nlDNyoAAAAJ
Giacomo Verticale,Politecnico di Milano,http://home.deib.polimi.it/verticale,FVl1fRUAAAAJ
Giampiero Pecelli,University of Massachusetts Lowell,https://www.uml.edu/Sciences/computer-science/faculty/pecelli-giampiero.aspx,NOSCHOLARPAGE
Gian Pietro Picco,University of Trento,http://disi.unitn.it/~picco/,DqcmXQ8AAAAJ
GianMario Besana,DePaul University,http://www.cdm.depaul.edu/about/Pages/People/facultyinfo.aspx?fid=274,NOSCHOLARPAGE
Giancarlo Bigi,University of Pisa,http://www.di.unipi.it/~bigig,NOSCHOLARPAGE
Giancarlo Bongiovanni,Sapienza University of Rome,https://sites.google.com/a/di.uniroma1.it/bongiovanni,ZZUIEqgAAAAJ
Giancarlo Nota,University of Salerno,http://www.unisa.it/docenti/giancarlonota/en/index,NOSCHOLARPAGE
Giancarlo Pellegrino,CISPA Helmholtz Center,https://people.cispa.io/giancarlo.pellegrino,PC_RNUcAAAAJ
Giandomenico Mastroeni,University of Pisa,http://www.di.unipi.it/~a008506,NOSCHOLARPAGE
Gianfranco Ciardo,Iowa State University,http://web.cs.iastate.edu/~ciardo,8rmks2cAAAAJ
