name,affiliation,homepage,scholarid
Dakai Zhu 0001,University of Texas at San Antonio,http://www.cs.utsa.edu/~dzhu,DHruBmIAAAAJ
Dakshita Khurana,Univ. of Illinois at Urbana-Champaign,https://www.dakshitakhurana.com,bqsD4aEAAAAJ
Dakshnamoorthy Manivannan,University of Kentucky,https://www.cs.uky.edu/~manivann,NOSCHOLARPAGE
Dakuo Wang,Northeastern University,https://dakuowang.com/,Uno8dugAAAAJ
Dalal Alrajeh,Imperial College London,https://www.doc.ic.ac.uk/~da04,onAoWhIAAAAJ
Dale A. Carnegie,Victoria University of Wellington,http://ecs.victoria.ac.nz/Main/DaleCarnegie,NOSCHOLARPAGE
Dale A. Schoenefeld,University of Tulsa,https://faculty.utulsa.edu/~/dale-schoenefeld,NOSCHOLARPAGE
Dale Anthony Carnegie,Victoria University of Wellington,http://ecs.victoria.ac.nz/Main/DaleCarnegie,NOSCHOLARPAGE
Dale F. Reed,University of Illinois at Chicago,https://sites.google.com/site/dalereed,NOSCHOLARPAGE
Dale R. Thompson,University of Arkansas,https://www.netgeekdr.com,NOSCHOLARPAGE
Dale Reed,University of Illinois at Chicago,https://sites.google.com/site/dalereed,NOSCHOLARPAGE
Dale Schuurmans,University of Alberta,https://webdocs.cs.ualberta.ca/~dale,xaQuPloAAAAJ
Dali Ismail,Binghamton University,https://www.binghamton.edu/computer-science/people/profile.html?id=dismail,iLDG0PAAAAAJ
Dali Kaafar,Macquarie University,https://dali-kaafar.github.io,9DR87DQAAAAJ
Daljit Singh Dhillon,Clemson University,https://djsingh.people.clemson.edu,3GWWmEsAAAAJ
Daljit Singh J. Dhillon,Clemson University,https://djsingh.people.clemson.edu,3GWWmEsAAAAJ
Dalton Meitei Thounaojam,National Institute of Technology Silchar,http://cs.nits.ac.in/dalton,MoD6g-UAAAAJ
Daltro José Nunes,UFRGS,http://inf.ufrgs.br/prosoft,OuE-elAAAAAJ
Damal Kandadai Arvind,University of Edinburgh,http://www.dcs.ed.ac.uk/home/dka,bfF6L30AAAAJ
Damian Dechev,University of Central Florida,http://cse.eecs.ucf.edu/bios/damiandechev.html,NOSCHOLARPAGE
Damian Niwinski,University of Warsaw,http://www.mimuw.edu.pl/~niwinski,JZ4771IAAAAJ
Damiano Spina,RMIT University,https://www.rmit.edu.au/contact/staff-contacts/academic-staff/s/spina-dr-damiano,sLzYrNYAAAAJ
Damien Garreau,University of Würzburg,https://www.caidas.uni-wuerzburg.de/research-groups/theory-of-machine-learning/,qn4N61QAAAAJ
Damien Muselet,Université Jean Monnet,http://perso.univ-st-etienne.fr/muda8804,TyNSxjQAAAAJ
Damien Pollet,CRIStAL,https://www.cristal.univ-lille.fr/profil/pollet,UpBOx-YAAAAJ
Damien Stehlé,Ecole Normale Superieure de Lyon,http://perso.ens-lyon.fr/damien.stehle,1qab5koAAAAJ
Damien Vergnaud,Ecole Normale Superieure,http://www.di.ens.fr/~vergnaud,dt96T_wAAAAJ
Damien Woods,Maynooth University,https://dna.hamilton.ie/woods/,tL0fWrsAAAAJ
Daming Shi 0001,Shenzhen University,http://vrlab.szu.edu.cn/people/shidaming.html,8nZ0ukUAAAAJ
Daming Zhu,Shandong University,http://www.cs.sdu.edu.cn/info/1091/2355.htm,NOSCHOLARPAGE
Damir Azhar,University of Auckland,https://www.cs.auckland.ac.nz/people/damir-azhar,NOSCHOLARPAGE
Damir Cavar,Indiana University,http://damir.cavar.me,6b8TO4cAAAAJ
Damir Filipovic,EPFL,https://people.epfl.ch/damir.filipovic,9HXRjPkAAAAJ
Damith C. Rajapakse,National University of Singapore,https://www.comp.nus.edu.sg/~damithch,uxSljw0AAAAJ
Damith C. Ranasinghe,University of Adelaide,http://www.adelaide.edu.au/directory/damith.ranasinghe,NOSCHOLARPAGE
Damith Chinthana Ranasinghe,University of Adelaide,http://www.adelaide.edu.au/directory/damith.ranasinghe,NOSCHOLARPAGE
Damith Ranasinghe,University of Adelaide,http://www.adelaide.edu.au/directory/damith.ranasinghe,NOSCHOLARPAGE
Damián A. Knopoff,Universidad Nacional de Córdoba,https://www.famaf.unc.edu.ar/~knopoff,e_iNL4IAAAAJ
Damián Barsotti,Universidad Nacional de Córdoba,https://cs.famaf.unc.edu.ar/~damian,NOSCHOLARPAGE
Damla Turgut,University of Central Florida,http://www.cs.ucf.edu/~turgut,bjX4jCkAAAAJ
Damon L. Woodard,University of Florida,https://www.ece.ufl.edu/user/1469,hhBx6TMAAAAJ
Damon McCoy,New York University,http://engineering.nyu.edu/people/damon-mccoy,pT8-2f0AAAAJ
Damon Wischik,University of Cambridge,https://www.cl.cam.ac.uk/~djw1005,NOSCHOLARPAGE
Dan Alistarh,IST Austria,https://ist.ac.at/research/research-groups/alistarh-group,75q-6ZQAAAAJ
Dan Angus,University of Queensland,http://researchers.uq.edu.au/researcher/2079,ucTdGjAAAAAJ
Dan Boneh,Stanford University,http://crypto.stanford.edu/~dabo,MwLqCs4AAAAJ
Dan C. Marinescu,University of Central Florida,https://www.cs.ucf.edu/~dcm,YoLdEIIAAAAJ
Dan Chen 0001,Wuhan University,https://cs.whu.edu.cn/info/1019/2891.htm,wAzo3GUAAAAJ
Dan E. Tamir,Texas State University,http://www.cs.txstate.edu/~dt19,zcdcbaIAAAAJ
Dan E. Willard,University at Albany - SUNY,https://www.albany.edu/ceas/dan-willard.php,NOSCHOLARPAGE
Dan Feldman,University of Haifa,http://people.csail.mit.edu/dannyf,67QZN0gAAAAJ
Dan Feng 0001,HUST,http://faculty.hust.edu.cn/dfeng/en/index.htm,g57OG4QAAAAJ
Dan Garber,Technion,https://dangar.net.technion.ac.il,kUe1sZEAAAAJ
Dan Geiger,Technion,http://www.cs.technion.ac.il/~dang,GM8D4MEAAAAJ
Dan Goldwasser,Purdue University,https://www.cs.purdue.edu/homes/dgoldwas,u8358QgAAAAJ
Dan Grossman,University of Washington,http://homes.cs.washington.edu/~djg,t9wtobkAAAAJ
Dan Halperin,Tel Aviv University,http://acg.cs.tau.ac.il/danhalperin,NOSCHOLARPAGE
Dan Hao 0001,Peking University,http://sei.pku.edu.cn/~haod,DWd972sAAAAJ
Dan Hefetz,Ariel University,http://www.ariel.ac.il/projects/trp/GeneralInformation.asp?numRec=550&numtafrit=1&id_lang=1&d=,oSAkZJoAAAAJ
Dan Huttenlocher,Massachusetts Institute of Technology,https://web.mit.edu/hutt/www,q16KVs0AAAAJ
Dan I. Moldovan,University of Texas at Dallas,http://cs.utdallas.edu/people/faculty/moldovan-dan,gNnF8y4AAAAJ
Dan Ionescu,University of Ottawa,http://www.site.uottawa.ca/~ionescu,FfHzD4QAAAAJ
Dan John Williams,Virginia Tech,https://people.cs.vt.edu/djwillia,mu2x-1YAAAAJ
Dan Jurafsky,Stanford University,http://web.stanford.edu/~jurafsky,uZg9l58AAAAJ
Dan Kifer,Pennsylvania State University,http://www.cse.psu.edu/~duk17,7PQN6r4AAAAJ
Dan Klein 0001,Univ. of California - Berkeley,https://www2.eecs.berkeley.edu/Faculty/Homepages/klein.html,jJRiZR8AAAAJ
Dan Knights,University of Minnesota,http://www.knightslab.org,zTkLS_gAAAAJ
Dan Li 0001,Tsinghua University,https://nasp.cs.tsinghua.edu.cn/lidan.html,NOSCHOLARPAGE
Dan Li 0016,Sun Yat-sen University,http://sse.sysu.edu.cn/teacher/209,YYig2NUAAAAJ
Dan Lin 0001,Vanderbilt University,https://engineering.vanderbilt.edu/bio/?pid=dan-lin,6GB4dDYAAAAJ
Dan McQuillan,Goldsmiths University of London,https://www.gold.ac.uk/computing/staff/d-mcquillan,7e1W_LcAAAAJ
Dan Miranker,University of Texas at Austin,https://www.cs.utexas.edu/~miranker,NOSCHOLARPAGE
Dan Negrut,University of Wisconsin - Madison,https://sbel.wisc.edu/,Olsi_owAAAAJ
Dan O'Keeffe,Royal Holloway University of London,https://pure.royalholloway.ac.uk/portal/en/persons/daniel-okeeffe(d6927298-220b-404a-ba19-4ee7657271fb).html,oIa4WFQAAAAJ
Dan Olteanu,University of Oxford,http://www.cs.ox.ac.uk/dan.olteanu,4eeIj2gAAAAJ
Dan Ophir,Ariel University,http://ariel.academia.edu/DanOphir,NOSCHOLARPAGE
Dan Page,University of Bristol,http://www.cs.bris.ac.uk/~page,z55uDZcAAAAJ
Dan Pei,Tsinghua University,https://netman.cs.tsinghua.edu.cn/~peidan,i_zA1VsAAAAJ
Dan R. Ghica,University of Birmingham,https://www.birmingham.ac.uk/staff/profiles/computer-science/academic-staff/ghica-dan.aspx,nkaLcCAAAAAJ
Dan Rockmore,Dartmouth College,http://www.cs.dartmouth.edu/~rockmore,NOSCHOLARPAGE
Dan Roth,University of Pennsylvania,http://www.cis.upenn.edu/~danroth,WHOHV3AAAAAJ
Dan Rubenstein,Columbia University,http://www.cs.columbia.edu/~danr,FM3vRPgAAAAJ
Dan S. Wallach,Rice University,https://www.cs.rice.edu/~dwallach,oM25EQkAAAAJ
Dan Schien,University of Bristol,https://research-information.bris.ac.uk/en/persons/daniel-schien,4C7fitQAAAAJ
Dan Sheldon,University of Massachusetts Amherst,https://people.cs.umass.edu/~sheldon,P1bHFuoAAAAJ
Dan Simon,Cleveland State University,https://academic.csuohio.edu/simond,hZV3PngAAAAJ
Dan Simovici,University of Massachusetts Boston,http://www.cs.umb.edu/~dsim,Pun4WO8AAAAJ
Dan Stowell,Queen Mary University of London,http://c4dm.eecs.qmul.ac.uk/people/dans.html,BXu3q_wAAAAJ
Dan Suciu,University of Washington,https://homes.cs.washington.edu/~suciu,SIxd6jgAAAAJ
Dan Suthers,University of Hawaii at Manoa,http://www2.hawaii.edu/~suthers,8rEj1jIAAAAJ
Dan Tamir,Texas State University,http://www.cs.txstate.edu/~dt19,zcdcbaIAAAAJ
Dan Tsafrir,Technion,http://www.cs.technion.ac.il/~dan,o3PQcYgAAAAJ
Dan Ventura,Brigham Young University,http://axon.cs.byu.edu/Dan,iSsKAqQAAAAJ
Dan Wang 0002,The Hong Kong Polytechnic University,http://www4.comp.polyu.edu.hk/~csdwang,QTRtp9cAAAAJ
Dan Williams 0001,Virginia Tech,https://people.cs.vt.edu/djwillia,mu2x-1YAAAAJ
Dan Witzner Hansen,IT University of Copenhagen,https://pure.itu.dk/portal/en/persons/dan-witzner-hansen(5ad9c220-e37f-443a-8a31-fc4abf365db5).html,B8A43fgAAAAJ
Dan Xu 0002,HKUST,https://www.danxurgb.net,OuSPv-AAAAAJ
Dan Zeng 0002,SUSTech,https://www.danzeng.org/about,mr_5iXsAAAAJ
Dan Zhao 0001,Old Dominion University,http://odu.edu/directory/people/d/dzhao,NOSCHOLARPAGE
Dana Angluin,Yale University,http://cpsc.yale.edu/people/dana-angluin,bxi6JXYAAAAJ
Dana Dachman-Soled,University of Maryland - College Park,https://ece.umd.edu/~danadach,Ss009KUAAAAJ
Dana Drachsler,Technion,https://ddana.net.technion.ac.il,XOiO5xgAAAAJ
Dana Drachsler-Cohen,Technion,https://ddana.net.technion.ac.il,XOiO5xgAAAAJ
Dana Habeeb,Indiana University,http://danahabeeb.com,vVlyWw0AAAAJ
Dana McKay,RMIT University,https://sites.google.com/view/dana-mckay/about,3TlPPZIAAAAJ
Dana Moshkovitz,University of Texas at Austin,https://people.csail.mit.edu/dmoshkov,r6ifxUIAAAAJ
Dana Randall,Georgia Institute of Technology,http://people.math.gatech.edu/~randall,6wCEmNYAAAAJ
Dana Richards,George Mason University,https://cs.gmu.edu/~richards,NOSCHOLARPAGE
Dana S. Richards,George Mason University,https://cs.gmu.edu/~richards,NOSCHOLARPAGE
Dana S. Scott,Carnegie Mellon University,http://www.cs.cmu.edu/~scott,EsIyIQsAAAAJ
Dana Shapira,Ariel University,http://www.ariel.ac.il/Projects/trp/GeneralInformation.asp?numRec=454&numtafrit=1&id_lang=1&d=,Vt744hgAAAAJ
Danai Koutra,University of Michigan,http://web.eecs.umich.edu/~dkoutra,bDrA1-8AAAAJ
Danail Stoyanov,University College London,http://www.surgicalvision.cs.ucl.ac.uk/people/DanailStoyanov,pGfEK6UAAAAJ
Danaë Metaxa,University of Pennsylvania,https://metaxa.net,6pA2wn4AAAAJ
Danaë Metaxa-Kakavouli,University of Pennsylvania,https://metaxa.net,6pA2wn4AAAAJ
Danella Zhao,Old Dominion University,http://odu.edu/directory/people/d/dzhao,NOSCHOLARPAGE
Danesh Tarapore,University of Southampton,https://www.ecs.soton.ac.uk/people/dst1m17,R-Gyat8AAAAJ
Danfei Xu,Georgia Institute of Technology,https://cs.stanford.edu/~danfei/,J5D4kcoAAAAJ
Danfeng (Daphne) Yao,Virginia Tech,http://people.cs.vt.edu/danfeng,_JLQTKwAAAAJ
Danfeng Daphne Yao,Virginia Tech,http://people.cs.vt.edu/danfeng,_JLQTKwAAAAJ
Danfeng Shan,Xi'an Jiaotong University,https://dfshan.github.io,XLbHoCsAAAAJ
Danfeng Yao,Virginia Tech,http://people.cs.vt.edu/danfeng,_JLQTKwAAAAJ
Danfeng Zhang,Duke University,https://users.cs.duke.edu/~dz132/,rUZN-zQAAAAJ
Dang The Ngoc,PTIT,https://sites.google.com/site/dtngoc,hzIpegEAAAAJ
Dang Tuan Nhon,Texas Tech University,http://www.myweb.ttu.edu/tnhondan,NOSCHOLARPAGE
Dani Lischinski,Hebrew University of Jerusalem,http://www.cs.huji.ac.il/~danix,haahCZ4AAAAJ
Dani Tannir,Lebanese American University,http://soe.lau.edu.lb/ece/faculty-staff/dani_tannir.php,Gtan3J4AAAAJ
Dani Yogatama,University of Southern California,https://dyogatama.github.io/,IBlMTLwAAAAJ
Danial Yazdani,SUSTech,https://scholar.google.com/citations?user=ZLOWkEgAAAAJ&hl=zh-CN,ZLOWkEgAAAAJ
Danica J. Sutherland,University of British Columbia,https://www.cs.ubc.ca/~dsuth,uO_NqicAAAAJ
Daniel A. Braun 0001,University of Ulm,https://www.uni-ulm.de/in/neuroinformatik/institut/hidden/d-braun,sCniyigAAAAJ
Daniel A. Epstein,Univ. of California - Irvine,https://www.depstein.net,2kpYWtEAAAAJ
Daniel A. Jiménez,Texas A&M University,http://faculty.cse.tamu.edu/djimenez,kajXr5oAAAAJ
Daniel A. Keim,University of Konstanz,https://www.vis.uni-konstanz.de/en/members/keim,YJm9he0AAAAJ
Daniel A. Reed,University of Utah,https://www.hpcdan.org,YCw2r14AAAAJ
Daniel A. Spielman,Yale University,http://www.cs.yale.edu/homes/spielman,L82mYv8AAAAJ
Daniel Abadi,University of Maryland - College Park,https://www.cs.umd.edu/people/abadi,zxeEF2gAAAAJ
Daniel Alexander Braun,University of Ulm,https://www.uni-ulm.de/in/neuroinformatik/institut/hidden/d-braun,sCniyigAAAAJ
Daniel Alfonso Goncalves De Oliveira,UFPR,https://www.inf.ufpr.br/dagoliveira,dgdyqo4AAAAJ
Daniel Amyot,University of Ottawa,http://www.site.uottawa.ca/~damyot,xGiVN_4AAAAJ
Daniel Andresen,Kansas State University,http://cis.ksu.edu/~dan,egs3G64AAAAJ
Daniel Angus,University of Queensland,http://researchers.uq.edu.au/researcher/2079,ucTdGjAAAAAJ
Daniel Arp,TU Wien,https://informatics.tuwien.ac.at/people/daniel-arp,9mhj4AQAAAAJ
Daniel Ashbrook,University of Copenhagen,http://danielashbrook.com,VzkoqhIAAAAJ
Daniel B. Larremore,University of Colorado Boulder,http://danlarremore.com,BICiUrQAAAAJ
Daniel B. Neill,New York University,https://cs.nyu.edu/~neill,zSqlq00AAAAJ
Daniel Barbará,George Mason University,https://cs.gmu.edu/~dbarbara,wtZwMSgAAAAJ
Daniel Beck,University of Melbourne,https://findanexpert.unimelb.edu.au/profile/672197-daniel-beck,NauI6dEAAAAJ
Daniel Beimborn,University of Bamberg,https://www.uni-bamberg.de/ism/team/prof-dr-daniel-beimborn,cp7sLKQAAAAJ
Daniel Bodemer,University of Duisburg-Essen,https://www.uni-due.de/psychologische-forschungsmethoden/bodemer.php,Lsyx1fkAAAAJ
Daniel Bogaard,Rochester Institute of Technology,https://people.rit.edu/dsbics,NOSCHOLARPAGE
Daniel Boley,University of Minnesota,http://www-users.cs.umn.edu/~boley,QeRUVr0AAAAJ
Daniel Buschek,University of Bayreuth,https://daniel-buschek.de/intro,TsVkUBwAAAAJ
Daniel C. Alexander,University College London,http://cmic.cs.ucl.ac.uk/staff/daniel_alexander,mH-ZOQEAAAAJ
Daniel C. Cunha 0001,UFPE,https://www.cin.ufpe.br/~dcunha,7wxJPWsAAAAJ
Daniel C. M. de Oliveira,UFF,http://www2.ic.uff.br/~danielcmo,T_YePXEAAAAJ
Daniel Cardoso Moraes de Oliveira,UFF,http://www2.ic.uff.br/~danielcmo,T_YePXEAAAAJ
Daniel Carvalho da Cunha,UFPE,https://www.cin.ufpe.br/~dcunha,7wxJPWsAAAAJ
Daniel Casini,Scuola Superiore Sant'Anna,https://retis.sssup.it/~d.casini,pG5V4hMAAAAJ
Daniel Cermak,IT University of Copenhagen,https://pure.itu.dk/portal/en/persons/daniel-cermak(0529c410-c647-4040-a1e5-e315d32237e4).html,nbYqsKMAAAAJ
Daniel Chester,University of Delaware,https://www.eecis.udel.edu/~chester,f1rXXY8AAAAJ
Daniel Cohen-Or,Tel Aviv University,http://www.cs.tau.ac.il/~dcor,fAxws1sAAAAJ
Daniel Conte de Leon,University of Idaho,http://www.uidaho.edu/engr/departments/cs/our-people/faculty/conte-de-leon,aLH-yuoAAAAJ
Daniel Costinett,University of Tennessee,https://www.eecs.utk.edu/people/faculty/dcostine,7c5zd_4AAAAJ
Daniel Cremers,TU Munich,http://vision.in.tum.de/members/cremers,cXQciMEAAAAJ
Daniel D. Lee [Tech],Cornell University,http://www.seas.upenn.edu/~ddlee,NOSCHOLARPAGE
Daniel D. Suthers,University of Hawaii at Manoa,http://www2.hawaii.edu/~suthers,8rEj1jIAAAAJ
Daniel David Campbell Prince,Lancaster University,https://www.lancaster.ac.uk/scc/about-us/people/daniel-prince,aDfoLUUAAAAJ
Daniel Deutch,Tel Aviv University,https://www.cs.tau.ac.il/~danielde,2BnMsFIAAAAJ
Daniel Dominic Kaplan Sleator,Carnegie Mellon University,http://www.cs.cmu.edu/~sleator,NOSCHOLARPAGE
Daniel Dominic Sleator,Carnegie Mellon University,http://www.cs.cmu.edu/~sleator,NOSCHOLARPAGE
Daniel E. Atkins,University of Michigan,https://www.si.umich.edu/people/daniel-atkins-iii,txEgjecAAAAJ
Daniel E. Koditschek,University of Pennsylvania,http://www.seas.upenn.edu/~kod,K_PZFhEAAAAJ
Daniel E. Krutz,Rochester Institute of Technology,https://dan7800.github.io/index.html,NOSCHOLARPAGE
Daniel Engels,Southern Methodist University,https://datascience.smu.edu/about/leadership-and-faculty/profile/daniel-engels,NOSCHOLARPAGE
Daniel F. Keefe,University of Minnesota,http://www-users.cs.umn.edu/~keefe,lGsfTIsAAAAJ
Daniel F. Macedo,UFMG,http://homepages.dcc.ufmg.br/~damacedo,_01uvzwAAAAJ
Daniel Fabbri,Vanderbilt University,https://www.vumc.org/dbmi/person/daniel-fabbri-phd,JBZj2SYAAAAJ
Daniel Fernandes Macedo,UFMG,http://homepages.dcc.ufmg.br/~damacedo,_01uvzwAAAAJ
Daniel Fischer 0001,University at Buffalo,https://www.cse.buffalo.edu/people/?u=df33,6BL4WukAAAAJ
Daniel Fridlender,Universidad Nacional de Córdoba,https://www.famaf.unc.edu.ar/archivo/perfiles/fridlend,NOSCHOLARPAGE
Daniel Fried,Carnegie Mellon University,https://dpfried.github.io/,sJDqACEAAAAJ
Daniel G. Aliaga,Purdue University,https://www.cs.purdue.edu/homes/aliaga,Bj5YOnYAAAAJ
Daniel G. Brown 0001,University of Waterloo,https://cs.uwaterloo.ca/~browndg,cD37cXcAAAAJ
Daniel Gardham,University of Surrey,https://www.surrey.ac.uk/people/daniel-gardham,3BhQZ0kAAAAJ
Daniel Genkin,Georgia Institute of Technology,https://faculty.cc.gatech.edu/~genkin/,BqkyhDEAAAAJ
Daniel Gildea,University of Rochester,https://www.cs.rochester.edu/u/gildea,NOSCHOLARPAGE
Daniel Gillis,University of Guelph,https://www.uoguelph.ca/computing/people/daniel-gillis,mcKPf6gAAAAJ
Daniel Goehring,Freie Universitaet Berlin,https://www.mi.fu-berlin.de/inf/groups/ag-ki/members/Professoren/Daniel_G__hring1.html,-yZse64AAAAJ
Daniel Gonçalves 0002,Universidade de Lisboa,https://fenix.tecnico.ulisboa.pt/homepage/ist13898,_D1cFMkAAAAJ
Daniel Gooch,Open University UK,http://stem.open.ac.uk/people/dg7692,pqnBZVYAAAAJ
Daniel Gottesman,University of Maryland - College Park,https://www.cs.umd.edu/users/dgottesm,373HnhYAAAAJ
Daniel Gratzer,Aarhus University,https://www.au.dk/gratzer@cs.au.dk,ayQ83fwAAAAJ
Daniel Gregory Brown,University of Waterloo,https://cs.uwaterloo.ca/~browndg,cD37cXcAAAAJ
Daniel Grier,Univ. of California - San Diego,http://danielgrier.com/,ctWr1q8AAAAJ
Daniel Grosu,Wayne State University,http://www.cs.wayne.edu/~dgrosu,LhsomaUAAAAJ
Daniel Gruss,Graz University of Technology,https://gruss.cc,JmCg4uQAAAAJ
Daniel Göhring,Freie Universitaet Berlin,https://www.mi.fu-berlin.de/inf/groups/ag-ki/members/Professoren/Daniel_G__hring1.html,-yZse64AAAAJ
Daniel H. Huson,University of Tübingen,https://uni-tuebingen.de/fakultaeten/mathematisch-naturwissenschaftliche-fakultaet/fachbereiche/informatik/lehrstuehle/algorithms-in-bioinformatics/people/daniel-huson,hLTZTG4AAAAJ
