name,affiliation,homepage,scholarid
Dániel Marx,CISPA Helmholtz Center,https://cispa.saarland/people/c01dama,hY2ibr8AAAAJ
David F. Oswald,University of Birmingham,https://www.birmingham.ac.uk/staff/profiles/computer-science/oswald-david.aspx,JEOz3NoAAAAJ
David K. Duvenaud,University of Toronto,http://www.cs.toronto.edu/~duvenaud,ZLpO3XQAAAAJ
David K. Gifford,Massachusetts Institute of Technology,http://cgs.csail.mit.edu,NOSCHOLARPAGE
David K. Lowenthal,University of Arizona,https://www.cs.arizona.edu/~dkl,mhKUSRMAAAAJ
David K. McGookin,Aalto University,https://people.aalto.fi/new/david.mcgookin,g77JWrQAAAAJ
David K. Probst,Concordia University,http://www.concordia.ca/faculty/david-probst.html,LDX2HjEAAAAJ
David K.Y. Chiu,University of Guelph,http://www.cis.uoguelph.ca/~dchiu,NOSCHOLARPAGE
David Kaeli,Northeastern University,http://www.ece.neu.edu/faculty/kaeli.html,Mkgn0qcAAAAJ
David Kay,University of Oxford,http://www.cs.ox.ac.uk/people/david.kay,qwRn6J8AAAAJ
David Kempe 0001,University of Southern California,http://www-bcf.usc.edu/~dkempe,jUNqQpgAAAAJ
David Klappholz,Stevens Institute of Technology,http://web.stevens.edu/facultyprofile/?id=826,NOSCHOLARPAGE
David Kotz,Dartmouth College,http://www.cs.dartmouth.edu/~dfk,w_Q7iBoAAAAJ
David Kung,University of Texas at Arlington,http://ranger.uta.edu/~kung/kung.html,cgO5XwcAAAAJ
David L. Dowe,Monash University,http://monash.edu/research/explore/en/persons/david-dowe(9c6983ef-3812-4138-8663-6ebacd4c8ceb).html,8ZlclUsAAAAJ
David L. Poole,University of British Columbia,https://www.cs.ubc.ca/~poole,CeWswygAAAAJ
David L. Roberts,North Carolina State University,https://www.csc.ncsu.edu/faculty/robertsd,vXYrNiIAAAAJ
David L. Spooner,Rensselaer Polytechnic Institute,http://faculty.rpi.edu/node/34623,NOSCHOLARPAGE
David L. Wehlau,Royal Military College of Canada,https://www.rmc-cmr.ca/en/mathematics-and-computer-science/dr-david-wehlau,40oEP74AAAAJ
David Lazer,Northeastern University,https://www.northeastern.edu/cssh/faculty/david-lazer,gMndACUAAAAJ
David Leake,Indiana University,https://www.cs.indiana.edu/~leake,CidT-JAAAAAJ
David Lie,University of Toronto,http://www.eecg.toronto.edu/~lie,Qm_3B70AAAAJ
David Lo 0001,Singapore Management University,http://www.mysmu.edu/faculty/davidlo,IFg0H1wAAAAJ
David M. Blei,Columbia University,http://www.cs.columbia.edu/~blei,8OYE6iEAAAAJ
David M. Bortz,University of Colorado Boulder,https://www.colorado.edu/amath/david-bortz,7wkmJU8AAAAJ
David M. Brooks,Harvard University,https://www.seas.harvard.edu/directory/dbrooks,TaiBcxgAAAAJ
David M. Chelberg,Ohio University,http://oucsace.cs.ohiou.edu/~chelberg,NOSCHOLARPAGE
David M. Eyers,University of Otago,http://www.cs.otago.ac.nz/staff/David_Eyers,dq6tr8wAAAAJ
David M. J. Tax,TU Delft,https://www.tudelft.nl/ewi/over-de-faculteit/afdelingen/intelligent-systems/pattern-recognition-bioinformatics/pattern-recognition-laboratory/people/david-tax,Q9U33SsAAAAJ
David M. Laverty,Queen's University Belfast,https://www.qub.ac.uk/schools/eeecs/Connect/Staff/BusinessCard/?name=david.laverty,LJY5OiMAAAAJ
David M. Mimno,Cornell University,https://mimno.infosci.cornell.edu,uBFV6SUAAAAJ
David M. Mount,University of Maryland - College Park,https://www.cs.umd.edu/users/mount,v6PsQKIAAAAJ
David M. Nichols,University of Waikato,http://www.cs.waikato.ac.nz/~daven,ErPhGm4AAAAJ
David M. Pennock,Rutgers University,http://dpennock.com,4_i_4TkAAAAJ
David Madigan,Northeastern University,http://www.khoury.northeastern.edu/people/david-madigan,XDajlywAAAAJ
David Malah,Technion,http://webee.technion.ac.il/people/DavidMalah,g7CIMSQAAAAJ
David Manlove,University of Glasgow,https://www.gla.ac.uk/schools/computing/staff/davidmanlove,k01EVTUAAAAJ
David Martins de Matos,Universidade de Lisboa,https://www.l2f.inesc-id.pt/wiki/index.php/David_Martins_de_Matos,WjiG890AAAAJ
David Martinus Johannes Tax,TU Delft,https://www.tudelft.nl/ewi/over-de-faculteit/afdelingen/intelligent-systems/pattern-recognition-bioinformatics/pattern-recognition-laboratory/people/david-tax,Q9U33SsAAAAJ
David May,University of Bristol,https://www.cs.bris.ac.uk/~dave,LkODstgAAAAJ
David Mazières,Stanford University,http://www.scs.stanford.edu/~dm,NOSCHOLARPAGE
David McAllester,TTI Chicago,http://ttic.uchicago.edu/~dmcallester,nbpafUkAAAAJ
David McG. Squire,Monash University,https://www.researchgate.net/profile/David_Squire,NOSCHOLARPAGE
David McNeill,Queen's University Belfast,https://www.qub.ac.uk/schools/eeecs/Connect/Staff/BusinessCard/?name=dw.mcneill,L_gCkX8AAAAJ
David Meger,McGill University,http://www.cim.mcgill.ca/~dmeger,gFwEytkAAAAJ
David Miller,DePaul University,http://www.depaul.edu/about/administration/Pages/miller.aspx,NOSCHOLARPAGE
David Mimno,Cornell University,https://mimno.infosci.cornell.edu,uBFV6SUAAAAJ
David Morales-Jiménez,Queen's University Belfast,https://www.qub.ac.uk/schools/eeecs/Connect/Staff/BusinessCard/?name=d.morales,NbLA0BwAAAAJ
David Mould,Carleton University,http://www.scs.carleton.ca/~mould,NOSCHOLARPAGE
David N. Turner,University of Kent,https://www.cs.kent.ac.uk/people/staff/dat,El3294wAAAAJ
