name,affiliation,homepage,scholarid,orcid
Balaji Prabhakar,Stanford University,http://web.stanford.edu/~balaji,TyPF9V4AAAAJ,0009-0006-3106-8720
Balaji Raghavachari,University of Texas at Dallas,https://www.utdallas.edu/~rbk,NOSCHOLARPAGE,0000-0000-0000-0000
Balakrishnan Chandrasekaran 0002,VU Amsterdam,https://balakrishnanc.github.io,wDjUEMMAAAAJ,0000-0002-5582-1223
Balakrishnan Prabhakaran,University of Texas at Dallas,http://www.utdallas.edu/~praba,4yki88YAAAAJ,0000-0000-0000-0000
Balakrishnan Prabhakaran 0001,University of Texas at Dallas,http://www.utdallas.edu/~praba,4yki88YAAAAJ,0000-0000-0000-0000
Balaprakasa Rao Killi,National Inst. of Tech. Warangal,https://wsdc.nitw.ac.in/facultynew/facultyprofile/id/17028,zpYxy98AAAAJ,0000-0000-0000-0000
Balaraman Ravindran,IIT Madras,http://www.cse.iitm.ac.in/~ravi,nGUcGrYAAAAJ,0000-0002-5364-7639
Balasubramaniam Srinivasan,Monash University,http://monash.edu/research/explore/en/persons/balasubramaniam-srinivasan(6a75b48c-6276-4090-90c9-0d784c16c78d).html,NOSCHOLARPAGE,0000-0000-0000-0000
Balasubramanian Raman,IIT Roorkee,http://www.iitr.ac.in/departments/CSE/pages/Home+Departments_and_Centres+Mathematics+People+Faculty+Balasubramanian_R_.html,QU2O6JMAAAAJ,0000-0000-0000-0000
Balbir Barn,Middlesex University,http://www.cs.mdx.ac.uk/people/balbir-barn,2Sw7gb4AAAAJ,0000-0002-7251-5033
Balbir S. Barn,Middlesex University,http://www.cs.mdx.ac.uk/people/balbir-barn,2Sw7gb4AAAAJ,0000-0002-7251-5033
Balder ten Cate,University of Amsterdam,https://staff.fnwi.uva.nl/b.d.tencate,DeFaEH8AAAAJ,0000-0002-2538-5846
Balwinder Sodhi,IIT Ropar,http://www.iitrpr.ac.in/sodhi,NOSCHOLARPAGE,0000-0000-0000-0000
Bamshad Mobasher,DePaul University,http://facweb.cs.depaul.edu/mobasher,VxhX6sAAAAAJ,0000-0001-9701-9178
Banafsheh Rekabdar,Portland State University,https://www.pdx.edu/profile/banafsheh-rekabdar,hjwSKrIAAAAJ,0009-0008-0871-5752
Banchhanidhi Dash,KIIT Bhubaneswar,https://cse.kiit.ac.in/profiles/banchhanidhi-dash,B85i66EAAAAJ,0000-0000-0000-0000
Bangalore S. Manjunath,Univ. of California - Santa Barbara,https://vision.ece.ucsb.edu/people/bs-manjunath,wRYM4qgAAAAJ,0000-0000-0000-0000
Bangti Jin,University College London,http://www0.cs.ucl.ac.uk/staff/B.Jin,8Axgx3wAAAAJ,0000-0002-3775-9155
Banu Diri,Yıldız Technical University,https://www.ce.yildiz.edu.tr/personal/banud?lang=en,GUQMy2UAAAAJ,0000-0002-6652-4339
Bao-Gang Hu,Chinese Academy of Sciences,http://people.ucas.ac.cn/~hubaogang,Npo7kokAAAAJ,0000-0002-6916-5394
Bao-Liang Lu,Shanghai Jiao Tong University,http://bcmi.sjtu.edu.cn/~blu,709il6EAAAAJ,0000-0001-8359-0058
Bao-Shuh Paul Lin,National Yang Ming Chiao Tung University,http://bplin.eic.nycu.edu.tw,lS1WwSwAAAAJ,0000-0000-0000-0000
Baobao Chang,Peking University,http://icl.pku.edu.cn/members/chbb,NOSCHOLARPAGE,0000-0000-0000-0000
Baochun Li,University of Toronto,http://iqua.ece.toronto.edu/bli,rkb3_FgAAAAJ,0000-0003-2404-0974
Baogang Wei,Zhejiang University,http://mypage.zju.edu.cn/wbg,NOSCHOLARPAGE,0000-0000-0000-0000
Baojiang Cui,BUPT,https://scss.bupt.edu.cn/info/1063/1140.htm,NOSCHOLARPAGE,0000-0000-0000-0000
Baojiang Zhong,Soochow University,http://scst.suda.edu.cn/11250/list.htm,NOSCHOLARPAGE,0000-0000-0000-0000
Baolin Yin,Beihang University,http://scse.buaa.edu.cn/info/1037/2909.htm,NOSCHOLARPAGE,0000-0000-0000-0000
Baoliu Ye,Nanjing University,https://cs.nju.edu.cn/yebl,BlbNI_sAAAAJ,0000-0003-1065-449X
Baoquan Chen,Peking University,https://cfcs.pku.edu.cn/baoquan,iHWtrEAAAAAJ,0000-0003-4702-036X
Baotian Hu,Harbin Institute of Technology,http://faculty.hitsz.edu.cn/hubaotian,5NiJ1VoAAAAJ,0000-0001-7490-684X
Baowen Xu,Nanjing University,https://cs.nju.edu.cn/xubaowen,NOSCHOLARPAGE,0000-0001-7743-1296
Baoxiang Wang 0001,CUHK (SZ),http://bxiangwang.github.io,cQe4OeYAAAAJ,0000-0002-2997-0970
Baoxin Li,University of Illinois at Chicago,https://cs.uic.edu/faculty-staff/department-head,swnPphoAAAAJ,0000-0000-0000-0000
Baoyuan Wu,CUHK (SZ),https://sites.google.com/site/baoyuanwu2015/home,JNTG1KoAAAAJ,0000-0003-2183-5990
Bapi Chatterjee,IIIT Delhi,https://iiitd.ac.in/bapi,ILI-_h4AAAAJ,0000-0002-2742-4028
Bapi Raju Surampudi,IIIT Hyderabad,https://www.iiit.ac.in/people/faculty/rajubapi,bbSYyiAAAAAJ,0000-0003-2204-0890
Baptiste Jeudy,Université Jean Monnet,http://perso.univ-st-etienne.fr/jeudbapt,NOSCHOLARPAGE,0009-0000-8126-2608
Bara Buhnova,Masaryk University,https://www.muni.cz/en/people/39394,3J7jHK4AAAAJ,0000-0000-0000-0000
Barak A. Pearlmutter,Maynooth University,https://golconda.cs.nuim.ie/~barak,AxFrw0sAAAAJ,0000-0003-0521-4553
Barath Raghavan,University of Southern California,https://raghavan.usc.edu,Ikz6_Y0AAAAJ,0000-0003-3862-2983
Barbara Bruno,Karlsruhe Inst. of Technology,https://sarai.iar.kit.edu/21_58.php,KjYT8rwAAAAJ,0000-0003-0953-7173
Barbara Cutler,Rensselaer Polytechnic Institute,http://www.cs.rpi.edu/~cutler,NOSCHOLARPAGE,0000-0000-0000-0000
Barbara Di Eugenio,University of Illinois at Chicago,https://www.cs.uic.edu/DiEugenio,I4TkqC0AAAAJ,0000-0003-1706-2577
Barbara Dunin-Keplicz,University of Warsaw,https://www.mimuw.edu.pl/~keplicz,F5KWrrkAAAAJ,0000-0000-0000-0000
Barbara Gallina,Mälardalen University,http://www.es.mdh.se/staff/308-Barbara_Gallina,hkqid-wAAAAJ,0000-0000-0000-0000
Barbara H. Liskov,Massachusetts Inst. of Technology,https://www.csail.mit.edu/user/971,NOSCHOLARPAGE,0000-0000-0000-0000
Barbara Hammer,Bielefeld University,https://www.techfak.uni-bielefeld.de/~bhammer,1d3OxaUAAAAJ,0000-0002-0935-5591
Barbara J. Grosz,Harvard University,http://grosz.seas.harvard.edu,NOSCHOLARPAGE,0000-0000-0000-0000
Barbara König 0001,University of Duisburg-Essen,http://www.ti.inf.uni-due.de/en/people/koenig,bcM7IuEAAAAJ,0000-0002-4193-2889
Barbara Leporini,University of Pisa,https://di.unipi.it/en/people/#a028302,nW57-3kAAAAJ,0000-0003-2469-9648
Barbara Liskov,Massachusetts Inst. of Technology,https://www.csail.mit.edu/user/971,NOSCHOLARPAGE,0000-0000-0000-0000
Barbara M. Chapman,Stony Brook University,https://www.cs.stonybrook.edu/people/faculty/BarbaraChapman,2ZHGNCUAAAAJ,0000-0000-0000-0000
Barbara Mary Chapman,Stony Brook University,https://www.cs.stonybrook.edu/people/faculty/BarbaraChapman,2ZHGNCUAAAAJ,0000-0000-0000-0000
Barbara Masucci,University of Salerno,http://www.di.unisa.it/~masucci,Fd3T9wsAAAAJ,0000-0002-1570-8576
Barbara Paech,Heidelberg University,https://se.ifi.uni-heidelberg.de/people/barbara_paech.html,NOSCHOLARPAGE,0000-0000-0000-0000
Barbara Pernici,Politecnico di Milano,http://home.deib.polimi.it/pernici,r-f9TQEAAAAJ,0000-0002-2034-9774
Barbara Plank,LMU Munich,https://www.cis.lmu.de/personen/professoren/bplank/index.html,5nGlwIQAAAAJ,0000-0000-0000-0000
Barbara Poblete,Universidad de Chile,https://www.dcc.uchile.cl/barbara_poblete,eZBFWGEAAAAJ,0000-0002-7669-645X
Barbara Sabitzer,JKU Linz,https://www.jku.at/linz-school-of-education/ueber-uns/team/mint/sabitzer-barbara,woWR6uAAAAAJ,0000-0000-0000-0000
Barbara Webb,University of Edinburgh,http://homepages.inf.ed.ac.uk/bwebb,UwCeZUMAAAAJ,0000-0002-8336-6926
Barbara Weber,DTU,https://www.compute.dtu.dk/english,NOSCHOLARPAGE,0000-0002-6004-4860
Barbora Buhnova,Masaryk University,https://www.muni.cz/en/people/39394,3J7jHK4AAAAJ,0000-0003-4205-101X
Barbora Kozlíková,Masaryk University,https://www.muni.cz/en/people/60850,0hMZracAAAAJ,0000-0003-0045-0872
Barbora Zimmerová,Masaryk University,https://www.muni.cz/en/people/39394,3J7jHK4AAAAJ,0000-0000-0000-0000
Barend Beekhuizen,University of Toronto,https://www.cs.toronto.edu/~barend,VAWZLg8AAAAJ,0000-0000-0000-0000
Baris Akgün,Koç University,https://mysite.ku.edu.tr/baakgun,5sL0xZ4AAAAJ,0000-0002-4079-6889
Baris Kasikci,University of Washington,http://www.bariskasikci.org,y5J0h7gAAAAJ,0000-0001-6122-8998
Bariş Akgün,Koç University,https://mysite.ku.edu.tr/baakgun,5sL0xZ4AAAAJ,0000-0000-0000-0000
Barna Saha,Univ. of California - San Diego,https://barnasaha.net,BsmjRdoAAAAJ,0000-0002-6494-3839
Barnaby Martin,Durham University,https://www.dur.ac.uk/computer.science/staff/profile/?id=15258,NOSCHOLARPAGE,0000-0002-4642-8614
Barrett Ens,University of British Columbia,https://cmps.ok.ubc.ca/about/contact/barrett-ens,HDnP1eoAAAAJ,0000-0001-6695-4809
Barrett R. Bryant,University of North Texas,http://www.cse.unt.edu/~bryant,hMCK39sAAAAJ,0000-0000-0000-0000
Barry A. T. Brown,University of Copenhagen,https://di.ku.dk/english/staff/?pure=en/persons/742081,F59wGKwAAAAJ,0000-0002-9710-6607
Barry Brown 0001,University of Copenhagen,https://di.ku.dk/english/staff/?pure=en/persons/742081,F59wGKwAAAAJ,0000-0002-9710-6607
Barry Devereux,Queen's University Belfast,https://www.qub.ac.uk/schools/eeecs/Connect/Staff/BusinessCard/?name=b.devereux,AuyNOI4AAAAJ,0000-0000-0000-0000
Barry J. Devereux,Queen's University Belfast,https://www.qub.ac.uk/schools/eeecs/Connect/Staff/BusinessCard/?name=b.devereux,AuyNOI4AAAAJ,0000-0000-0000-0000
Barry Jay,University of Technology Sydney,https://www.uts.edu.au/staff/barry.jay,Ml9nDYQAAAAJ,0000-0000-0000-0000
Barry McCollum,Queen's University Belfast,https://www.qub.ac.uk/schools/eeecs/Connect/Staff/BusinessCard/?name=b.mccollum,LJCwMOEAAAAJ,0000-0000-0000-0000
Barry Porter,Lancaster University,https://www.lancaster.ac.uk/scc/about-us/people/barry-porter,bzBKAYwAAAAJ,0000-0001-8376-736X
Barry Smith 0001,University at Buffalo,http://ontology.buffalo.edu/smith,icGNWj4AAAAJ,0000-0000-0000-0000
Barry Smyth,University College Dublin,https://people.ucd.ie/barry.smyth,UxqudeoAAAAJ,0000-0000-0000-0000
Bart De Decker,KU Leuven,https://people.cs.kuleuven.be/~bart.dedecker/index.html,6_505coAAAAJ,0000-0000-0000-0000
Bart Demoen,KU Leuven,https://people.cs.kuleuven.be/~bart.demoen,NFqnq4wAAAAJ,0000-0000-0000-0000
Bart Goethals,University of Antwerp,https://www.uantwerpen.be/en/staff/bart-goethals,Zd1tXp8AAAAJ,0000-0001-9327-9554
Bart Jacobs 0001,Radboud University,http://www.cs.ru.nl/B.Jacobs,c2b9xloAAAAJ,0000-0000-0000-0000
Bart Jacobs 0002,KU Leuven,https://distrinet.cs.kuleuven.be/people/bartj,kCLViEMAAAAJ,0000-0002-3605-249X
Bart M. P. Jansen,TU Eindhoven,https://www.win.tue.nl/~bjansen,h8FEAYMAAAAJ,0000-0001-8204-1268
Bart Mennink,Radboud University,http://www.cs.ru.nl/~bmennink/index.php,GGXH-b0AAAAJ,0000-0001-6679-1878
Bart P. F. Jacobs,Radboud University,http://www.cs.ru.nl/B.Jacobs,c2b9xloAAAAJ,0000-0000-0000-0000
Bart P. Knijnenburg,Clemson University,http://www.usabart.nl,6z6j91UAAAAJ,0000-0003-1341-0669
Bart Piet Knijnenburg,Clemson University,http://www.usabart.nl,6z6j91UAAAAJ,0000-0003-1341-0669
Bart Preneel,KU Leuven,https://homes.esat.kuleuven.be/~preneel,omio-RsAAAAJ,0000-0003-2005-9651
Bart Selman,Cornell University,http://www.cs.cornell.edu/selman,pJ28HA0AAAAJ,0000-0000-0000-0000
Bart de Keijzer,King's College London,https://www.kcl.ac.uk/people/bart-de-keijzer,JnVqd-oAAAAJ,0000-0000-0000-0000
Bartek Blaszczyszyn,Ecole Normale Superieure,http://www.di.ens.fr/~blaszczy,NOSCHOLARPAGE,0000-0000-0000-0000
Bartek Klin,University of Oxford,https://www.cs.ox.ac.uk/people/bartek.klin,0-UFxOQAAAAJ,0000-0001-5793-7425
Bartlomiej Blaszczyszyn,Ecole Normale Superieure,http://www.di.ens.fr/~blaszczy,NOSCHOLARPAGE,0000-0000-0000-0000
Barton C. Massey,Portland State University,https://web.cecs.pdx.edu/~bart,wA0ftz8AAAAJ,0000-0000-0000-0000
Barton P. Miller,University of Wisconsin - Madison,http://pages.cs.wisc.edu/~bart,dywFuRMAAAAJ,0000-0000-0000-0000
Bartosz Krawczyk,Rochester Inst. of Technology,https://www.rit.edu/directory/bxkcis-bartosz-krawczyk,0GrFcZsAAAAJ,0000-0000-0000-0000
Bartosz Wilczynski,University of Warsaw,http://regulomics.mimuw.edu.pl/~bartek,3mwGEMIAAAAJ,0000-0000-0000-0000
Baruch Awerbuch,Johns Hopkins University,http://www.cs.jhu.edu/~baruch/home.html,NOSCHOLARPAGE,0000-0000-0000-0000
Baruch Schieber,NJIT,https://cs.njit.edu/faculty/sbar,58Yv3zUAAAAJ,0009-0006-5750-2177
Barun Gorain,IIT Bhilai,https://sites.google.com/site/barungorainiitg/home,ng3AuxIAAAAJ,0000-0000-0000-0000
Barzan Mozafari,University of Michigan,http://web.eecs.umich.edu/~mozafari,HHd7uewAAAAJ,0000-0002-3581-3875
Bas Luttik,TU Eindhoven,http://www.win.tue.nl/~luttik,mwYLD4QAAAAJ,0000-0000-0000-0000
Bas Spitters,Aarhus University,https://cs.au.dk/~spitters,Pm70TvUAAAAJ,0000-0002-2802-0973
Basabdatta Sen Bhattacharya,BITS Pilani-Goa,https://sites.google.com/site/bsenbhattacharya,M2PFto0AAAAJ,0000-0000-0000-0000
Basel A. Mahafzah,University of Jordan,http://eacademic.ju.edu.jo/b.mahafzah,cjUfPpUAAAAJ,0000-0000-0000-0000
Basel Halak,University of Southampton,https://www.ecs.soton.ac.uk/people/bh1m10,2PifIaUAAAAJ,0000-0003-3470-7226
Basem Shihada,KAUST,https://www.kaust.edu.sa/en/study/faculty/basem-shihada,337BjqEAAAAJ,0000-0003-4434-4334
Bashar Ahmad Nuseibeh,Open University UK,http://stem.open.ac.uk/people/ban25,aUQ8O9gAAAAJ,0000-0000-0000-0000
Bashar Alhafni,MBZUAI,https://mbzuai.ac.ae/study/faculty/bashar-alhafni,DFkVNJwAAAAJ,0000-0000-0000-0000
Bashar Nuseibeh,Open University UK,http://stem.open.ac.uk/people/ban25,aUQ8O9gAAAAJ,0000-0002-3476-053X
Bashima Islam,Worcester Polytechnic Institute,https://users.wpi.edu/~bislam,Ft_8Ju8AAAAJ,0000-0002-1917-054X
Bashir I. Morshed,Texas Tech University,https://www.myweb.ttu.edu/bmorshed,cffXbcgAAAAJ,0000-0000-0000-0000
Bashir M. Al-Hashimi,University of Southampton,https://www.ecs.soton.ac.uk/people/bmah,lD6SIMIAAAAJ,0000-0000-0000-0000
Basima Elshqeirat,University of Jordan,http://eacademic.ju.edu.jo/b.shoqurat,jDBrG0oAAAAJ,0000-0000-0000-0000
Basit Shafiq,LUMS,http://web.lums.edu.pk/~basit,ImR86jUAAAAJ,0000-0000-0000-0000
Bassam H. Hammo,University of Jordan,http://www.springer.com/cda/content/document/cda_downloaddocument/Special_Issue_ANLP_IJST+mj.docx?SGWID=0-0-45-1487362-p35682019,a5nuQFEAAAAJ,0000-0000-0000-0000
Bassam Hammo,University of Jordan,http://www.springer.com/cda/content/document/cda_downloaddocument/Special_Issue_ANLP_IJST+mj.docx?SGWID=0-0-45-1487362-p35682019,a5nuQFEAAAAJ,0000-0002-5270-7409
Bassem Alhalabi,Florida Atlantic University,http://www.eng.fau.edu/directory/faculty/alhalabi,O72412cAAAAJ,0000-0000-0000-0000
Bastiaan Heeren,Utrecht University,http://www.open.ou.nl/bhr,A_vVgqgAAAAJ,0000-0001-6647-6130
Bastiaan Kleijn,Victoria University of Wellington,http://ecs.victoria.ac.nz/Main/BastiaanKleijn,zvVsKLgAAAAJ,0000-0000-0000-0000
Bastian Goldluecke,University of Konstanz,https://www.cvia.uni-konstanz.de/personen/prof-dr-bastian-goldluecke,r6HOvnoAAAAJ,0000-0003-3427-4029
Bastian Goldlücke,University of Konstanz,https://www.cvia.uni-konstanz.de/personen/prof-dr-bastian-goldluecke,r6HOvnoAAAAJ,0000-0000-0000-0000
Bastian Leibe,RWTH Aachen University,http://www.vision.rwth-aachen.de/person/1,ZcULDB0AAAAJ,0000-0003-4225-0051
Bastian Rieck,University of Fribourg,https://bastian.rieck.me,La7zuKQAAAAJ,0000-0003-4335-0302
Bastin Tony Roy Savarimuthu,University of Otago,https://www.otago.ac.nz/school-of-computing/our-people/tony-savarimuthu,0__bwK0AAAAJ,0000-0003-3213-6319
Battista Biggio,University of Cagliari,https://battistabiggio.github.io,OoUIOYwAAAAJ,0000-0001-7752-509X
Bayu Anggorojati,Monash University Indonesia,https://www.monash.edu/indonesia/about/academic-staff/bayu-anggorojati,c_9_R7wAAAAJ,0000-0003-4580-1162
Beat D. Brüderlin,TU Ilmenau,https://www.tu-ilmenau.de/gdv/mitarbeiter/prof-beat-bruederlin,NOSCHOLARPAGE,0000-0000-0000-0000
Beata Konikowska,IPI PAN,https://ipipan.waw.pl/instytut/pracownicy/beata-konikowska,EIJSiIIAAAAJ,0000-0001-8188-8344
Beata Stahre,Chalmers/GU,https://www.chalmers.se/en/staff/Pages/beata-wastberg.aspx,NOSCHOLARPAGE,0000-0000-0000-0000
Beata Stahre Wästberg,Chalmers/GU,https://www.chalmers.se/en/staff/Pages/beata-wastberg.aspx,NOSCHOLARPAGE,0000-0000-0000-0000
Beate Bollig,TU Dortmund,https://ls2-www.cs.tu-dortmund.de/grav/de/grav_files/people/bollig,NOSCHOLARPAGE,0000-0000-0000-0000
Beatrice M. Ombuki,Brock University,http://www.cosc.brocku.ca/~bombuki,NOSCHOLARPAGE,0000-0000-0000-0000
Beatrice M. Ombuki-Berman,Brock University,http://www.cosc.brocku.ca/~bombuki,NOSCHOLARPAGE,0000-0000-0000-0000
Beatriz Otero,Polytechnic Univ. of Catalonia,http://directori.upc.edu/directori/dadesPersona.jsp?id=1003427,DYV7AzEAAAAJ,0000-0000-0000-0000
Beatriz Pérez-Sánchez,University of A Coruña,https://pdi.udc.es/en/File/Pdi/TS32G,NOSCHOLARPAGE,0000-0000-0000-0000
Bechir Hamdaoui,Oregon State University,http://eecs.oregonstate.edu/~hamdaoui,GRjhMD8AAAAJ,0000-0000-0000-0000
Beddhu Murali,University of Southern Mississippi,https://www.usm.edu/computing/faculty/beddhu-murali,NOSCHOLARPAGE,0000-0000-0000-0000
Bedrich Benes,Purdue University,https://cs.purdue.edu/homes/bbenes,2VvQrz0AAAAJ,0000-0002-5293-2112
Beena Ahmed,Texas A&M at Qatar,https://www.qatar.tamu.edu/programs/ecen/faculty-and-staff/dr.-beena-ahmed,giTayZwAAAAJ,0000-0000-0000-0000
Beenish Moalla Chaudhry,Univ. of Louisiana - Lafayette,https://people.cmix.louisiana.edu/chaudhry,fQ92dqkAAAAJ,0000-0000-0000-0000
Begüm Demir,TU Berlin,https://www.rsim.tu-berlin.de/menue/team/prof_dr_beguem_demir,zq4kgCAAAAAJ,0000-0000-0000-0000
Behnam Malakooti,Case Western Reserve University,http://engineering.case.edu/eecs/faculty-staff,ICngR3sAAAAJ,0000-0000-0000-0000
Behnaz Ghoraani,Florida Atlantic University,http://www.eng.fau.edu/directory/faculty/ghoraani,ssLvFH8AAAAJ,0000-0003-0075-7663
Behrooz A. Shirazi,Washington State University,https://school.eecs.wsu.edu/people/faculty/behrooz-a-shirazi,NOSCHOLARPAGE,0000-0000-0000-0000
Behrooz Minaei,IUST,http://ce.iust.ac.ir/content/544/Dr.-Behrouz-Minaei,M8tgU-wAAAAJ,0000-0000-0000-0000
