name,affiliation,homepage,scholarid,orcid
N. A. Snooke,Aberystwyth University,https://www.aber.ac.uk/en/cs/staff-profiles/listing/profile/nns,NOSCHOLARPAGE,0000-0000-0000-0000
N. Asokan,University of Waterloo,https://cs.uwaterloo.ca/about/people/n-asokan,0MqQ8AgAAAAJ,0000-0002-5093-9871
N. Balakrishnan 0001,IISc Bangalore,https://www.serc.iisc.ac.in/faculty/prof-n-balakrishnan,NOSCHOLARPAGE,0000-0000-0000-0000
N. Hari Narayanan,Auburn University,http://www.eng.auburn.edu/~naraynh,6YytJ4MAAAAJ,0000-0000-0000-0000
N. M. Mosharaf Kabir Chowdhury,University of Michigan,http://www.mosharaf.com,Dzh5C9EAAAAJ,0000-0000-0000-0000
N. R. Aravind,IIT Hyderabad,http://www.iith.ac.in/~aravind,5547vIcAAAAJ,0000-0000-0000-0000
N. Raja 0001,Tata Inst. of Fundamental Research,http://www.tcs.tifr.res.in/~raja,VOKcfrcAAAAJ,0000-0000-0000-0000
N. S. Narayanaswamy,IIT Madras,https://www.iitm.ac.in/info/fac/swamy,nGUg9VUAAAAJ,0000-0000-0000-0000
N. Siddharth 0001,University of Edinburgh,https://www.inf.ed.ac.uk/people/staff/Siddharth_N.html,V7D7hxMAAAAJ,0000-0003-4911-7333
N. Stanley Scott,Queen's University Belfast,https://www.qub.ac.uk/schools/eeecs/Connect/Staff/BusinessCard/?name=ns.scott,NOSCHOLARPAGE,0000-0000-0000-0000
N. Variyam Vinodchandran,University of Nebraska,http://cse.unl.edu/~vinod,NOSCHOLARPAGE,0000-0000-0000-0000
N. Viswanadham,IISc Bangalore,http://lcm.csa.iisc.ernet.in/nv,djtLYqgAAAAJ,0000-0000-0000-0000
Na Liu 0005,University of Sydney,https://sydney.edu.au/engineering/people/liu.na.php,NOSCHOLARPAGE,0000-0000-0000-0000
Na Meng 0001,Virginia Tech,http://people.cs.vt.edu/nm8247,d-VnBn8AAAAJ,0000-0002-0230-5524
Na Ruan,Shanghai Jiao Tong University,https://www.cs.sjtu.edu.cn/~naruan,x-N3p64AAAAJ,0000-0000-0000-0000
Na Zhao 0004,SUTD,https://na-z.github.io,KOL2dMwAAAAJ,0000-0003-2329-7014
Naama Ben-David,Technion,https://sites.google.com/view/naama-ben-david/home,Xdt7Xz8AAAAJ,0000-0002-0863-2470
Nabanita Das 0001,ISI Kolkata,https://www.isical.ac.in/~ndas,hRgFZIkAAAAJ,0000-0000-0000-0000
Nabil Alshurafa,Northwestern University,http://www.nalshurafa.com,8mOcZzAAAAAJ,0000-0001-6681-7564
Nabil Giweli,Western Sydney University,https://www.westernsydney.edu.au/staff_profiles/WSU/doctor_nabil_giweli,F_zgkYQAAAAJ,0000-0000-0000-0000
Nabil Imam,Georgia Institute of Technology,https://www.cc.gatech.edu/people/nabil-imam,DVK3S-AAAAAJ,0000-0000-0000-0000
Nabil Simaan,Vanderbilt University,https://www.vanderbilt.edu/vise/visepeople/nabil-simaan,DE51qdUAAAAJ,0000-0000-0000-0000
Nada Amin,Harvard University,http://namin.net,9cGEmcgAAAAJ,0000-0002-0830-7248
Nadarajah Mithulananthan,University of Queensland,http://researchers.uq.edu.au/researcher/2221,0edDWSQAAAAJ,0000-0000-0000-0000
Nadarajen Veerapen,CRIStAL,https://www.cristal.univ-lille.fr/profil/veerapen,N-1KB5sAAAAJ,0000-0000-0000-0000
Nadav Amit,Technion,https://nadav.amit.zone,SxHdnHcAAAAJ,0000-0002-6643-6232
Nadav Cohen,Tel Aviv University,http://www.cohennadav.com,AfLwLQ0AAAAJ,0000-0000-0000-0000
Nadeem Jamali,University of Saskatchewan,http://agents.usask.ca/Agents_Lab/Nadeem_Jamali.html,NOSCHOLARPAGE,0000-0000-0000-0000
Nader H. Bshouty,Technion,http://www.cs.technion.ac.il/~bshouty,NOSCHOLARPAGE,0000-0000-0000-0000
Nadia Berthouze,University College London,https://uclic.ucl.ac.uk/people/nadia-berthouze,gk2VyMwAAAAJ,0000-0001-8921-0044
Nadia Bianchi,University College London,https://uclic.ucl.ac.uk/people/nadia-berthouze,gk2VyMwAAAAJ,0000-0000-0000-0000
Nadia Bianchi-Berthouze,University College London,https://uclic.ucl.ac.uk/people/nadia-berthouze,gk2VyMwAAAAJ,0000-0001-8921-0044
Nadia El-Mabrouk,University of Montreal,http://www.iro.umontreal.ca/~mabrouk,NOSCHOLARPAGE,0000-0000-0000-0000
Nadia Erdogan,Istanbul Technical University,http://web.itu.edu.tr/nerdogan,h_T4fugAAAAJ,0000-0002-7719-1955
Nadia Heninger,Univ. of California - San Diego,https://cseweb.ucsd.edu/~nadiah,okx33sUAAAAJ,0000-0002-7904-7295
Nadia Najjar,UNC - Charlotte,https://cci.charlotte.edu/people/nadia-najjar,jvkmMs0AAAAJ,0000-0003-0964-8391
Nadia Pisanti,University of Pisa,http://www.di.unipi.it/~pisanti,TRfGqcQAAAAJ,0000-0000-0000-0000
Nadia Polikarpova,Univ. of California - San Diego,https://cseweb.ucsd.edu/~npolikarpova,CxzUX0EAAAAJ,0000-0001-5571-173X
Nadia Tawbi,Université Laval,https://www.ift.ulaval.ca/departement-et-professeurs/professeurs-et-personnel/professeurs-reguliers/page-personnelle-nadia-tawbi,mhkg__EAAAAJ,0000-0002-1030-0918
Nadim Ali Meri Obeid,University of Jordan,http://eacademic.ju.edu.jo/obein,NOSCHOLARPAGE,0000-0000-0000-0000
Nadim Obeid,University of Jordan,http://eacademic.ju.edu.jo/obein,NOSCHOLARPAGE,0000-0000-0000-0000
Nadim W. Alkharouf,Towson University,https://www.towson.edu/fcsm/departments/computerinfosci/facultystaff/nalkharouf.html,xVUBtLkAAAAJ,0000-0000-0000-0000
Nadin Kökciyan,University of Edinburgh,http://www.inf.ed.ac.uk/people/staff/Nadin_Kokciyan.html,MzquQysAAAAJ,0000-0000-0000-0000
Nadine Abu Rumman,Brunel University London,https://www.brunel.ac.uk/people/nadine-aburumman,g7kT-s8AAAAJ,0000-0003-4578-8738
Nadine Aburumman,Brunel University London,https://www.brunel.ac.uk/people/nadine-aburumman,g7kT-s8AAAAJ,0000-0000-0000-0000
Nadine Akkari,King Abdulaziz University,https://www.intechopen.com/profiles/122512/Nadine%20Akkari-Adra,GOL8WHoAAAAJ,0000-0000-0000-0000
Nadine Akkari Adra,King Abdulaziz University,https://www.intechopen.com/profiles/122512/Nadine%20Akkari-Adra,GOL8WHoAAAAJ,0000-0000-0000-0000
Nadine Marcus,UNSW,https://research.unsw.edu.au/people/dr-nadine-marcus,NOSCHOLARPAGE,0000-0000-0000-0000
Nadir Durrani,Qatar Computing Research Inst.,http://www.qcri.org/our-people/bio?pid=210&amp;par=acc&amp;name=NadirDurrani,K6uisFAAAAAJ,0000-0000-0000-0000
Nadir Weibel,Univ. of California - San Diego,https://www.ubicomp.ucsd.edu/weibel,KMVQjuQAAAAJ,0000-0002-3457-4227
Nadja Klein,Karlsruhe Inst. of Technology,https://www.scc.kit.edu/personen/nadja.klein.php,upS2UTIAAAAJ,0000-0000-0000-0000
Naehyuck Chang,KAIST,http://www.cad4x.kaist.ac.kr/professor,w0uiMd4AAAAJ,0000-0000-0000-0000
Nael B. Abu-Ghazaleh,Univ. of California - Riverside,http://www.cs.ucr.edu/~nael,AN3f7iAAAAAJ,0000-0002-9485-5370
Nafise Sadat Moosavi,University of Sheffield,https://www.sheffield.ac.uk/dcs/people/academic/nafise-sadat-moosavi,RRZUk_4AAAAJ,0000-0002-8332-307X
Naftali Tishby,Hebrew University of Jerusalem,http://www.cs.huji.ac.il/~tishby,NOSCHOLARPAGE,0000-0000-0000-0000
Naftaly H. Minsky,Rutgers University,https://www.cs.rutgers.edu/~minsky,VLgJXtQAAAAJ,0000-0000-0000-0000
Naftaly Minsky,Rutgers University,https://www.cs.rutgers.edu/~minsky,VLgJXtQAAAAJ,0000-0000-0000-0000
Nagarajan Prabakar,Florida International University,http://www.cis.fiu.edu/~prabakar,UcK0B78AAAAJ,0000-0000-0000-0000
Naghmeh Karimi,Univ. of Maryland - Baltimore County,http://www.csee.umbc.edu/people/faculty/naghmeh-karimi,M-Z7bAIAAAAJ,0000-0002-5825-6637
Nagiza F. Samatova,North Carolina State University,https://www.csc.ncsu.edu/people/nfsamato,vukA8JAAAAAJ,0000-0000-0000-0000
Nagul Cooharojananone,Chulalongkorn University,http://pioneer.netserv.chula.ac.th/~cnagul,NOSCHOLARPAGE,0000-0000-0000-0000
Nahid Farhady Ghalaty,Texas Tech University,http://www.depts.ttu.edu/cs/department/seminars.php,XvZws6sAAAAJ,0000-0000-0000-0000
Nahri Moreano,UFMS,https://www.facom.ufms.br/~nahri,NOSCHOLARPAGE,0000-0000-0000-0000
Nahum Shimkin,Technion,http://webee.technion.ac.il/Sites/People/shimkin,YPptH48AAAAJ,0000-0000-0000-0000
Nai-Hui Chia,Rice University,https://sites.google.com/view/naihuichia,UAInsgsAAAAJ,0000-0000-0000-0000
Naijie Gu,USTC,http://dsxt.ustc.edu.cn/zj_ywjs.asp?zzid=745,NOSCHOLARPAGE,0000-0000-0000-0000
Naijun Zhan,Peking University,https://cs.pku.edu.cn/info/1233/2963.htm,bd-XZkYAAAAJ,0000-0003-3298-3817
Naja L. Holten Møller,University of Copenhagen,http://diku.dk/Ansatte/?pure=da/persons/340853,NOSCHOLARPAGE,0000-0002-4324-3745
Najim Dehak,Johns Hopkins University,https://engineering.jhu.edu/faculty/najim-dehak,G43gXjIAAAAJ,0000-0000-0000-0000
Najoung Kim,Boston University,https://najoung.kim,Uod-_B8AAAAJ,0000-0000-0000-0000
Nakhoon Baek,Kyungpook National University,http://mobilegraphicslab.knu.ac.kr,WRNPbNoAAAAJ,0000-0000-0000-0000
Nakul Garg,Rice University,https://nakulg.com,2YIGP0sAAAAJ,0000-0002-8585-0180
Nakul Gopalan,Arizona State University,https://search.asu.edu/profile/4293865,dPsQR14AAAAJ,0000-0000-0000-0000
Nalini K. Ratha,University at Buffalo,https://nalini-ratha.github.io,mIPd9DkAAAAJ,0000-0001-7913-5722
Nalini Venkatasubramanian,Univ. of California - Irvine,https://www.ics.uci.edu/~nalini,qfCah3sAAAAJ,0000-0000-0000-0000
Nalvo F. Almeida,UFMS,https://www.facom.ufms.br/~nalvo,kU9d-GIAAAAJ,0000-0000-0000-0000
Nalvo F. Almeida Jr.,UFMS,https://www.facom.ufms.br/~nalvo,kU9d-GIAAAAJ,0000-0000-0000-0000
Nalvo F. de Almeida Jr.,UFMS,https://www.facom.ufms.br/~nalvo,kU9d-GIAAAAJ,0000-0001-5615-1746
Nam Ik Cho,Seoul National University,http://ispl.snu.ac.kr/xe/index.php?mid=professor,Ntx5VRIAAAAJ,0000-0001-5297-4649
Nam P. Nguyen,Towson University,https://www.towson.edu/fcsm/departments/computerinfosci/facultystaff/nnguyen.html,aJcBWkgAAAAJ,0000-0000-0000-0000
Nam Sung Kim,Univ. of Illinois at Urbana-Champaign,https://fast.ece.illinois.edu,iccBxJIAAAAJ,0000-0002-0442-5634
Nam Wook Kim,Boston College,https://www.namwkim.org,puTV6X0AAAAJ,0000-0003-4899-6671
Namhoon Lee,POSTECH,https://namhoonlee.github.io,wi9q5T8AAAAJ,0009-0001-5208-2007
Nan Cao 0001,Tongji University,http://nancao.org,5I0mFcsAAAAJ,0000-0003-1316-7515
Nan Guan,City University of Hong Kong,https://www.cs.cityu.edu.hk/~nanguan,3C7SPAgAAAAJ,0000-0003-3775-911X
Nan Jiang 0008,Univ. of Illinois at Urbana-Champaign,http://nanjiang.cs.illinois.edu,nUlanA8AAAAJ,0000-0000-0000-0000
Nan Jiang 0012,University of Texas - El Paso,https://jiangnanhugo.github.io,AiMRnWUAAAAJ,0000-0001-8518-2576
Nan Niu,University of Cincinnati,http://homepages.uc.edu/~niunn,Ag81t_4AAAAJ,0000-0001-5566-2368
Nan Sang,UESTC,https://www.is.uestc.edu.cn/teachers.do?id=1043,NOSCHOLARPAGE,0000-0000-0000-0000
Nan Wang 0002,University of Southern Mississippi,http://orca.st.usm.edu/~nwang,NOSCHOLARPAGE,0000-0000-0000-0000
Nan Yang 0001,Renmin University of China,http://info.ruc.edu.cn/academic_professor.php?teacher_id=35,NOSCHOLARPAGE,0000-0000-0000-0000
Nan Zhang 0004,Pennsylvania State University,https://faculty.ist.psu.edu/nan,NOSCHOLARPAGE,0000-0000-0000-0000
Nan-Ning Zheng 0001,Xi'an Jiaotong University,http://en.xjtu.edu.cn/info/1018/1640.htm,iqMe3p8AAAAJ,0000-0000-0000-0000
Nancy A. Day,University of Waterloo,https://cs.uwaterloo.ca/~nday,5iYmSzcAAAAJ,0000-0000-0000-0000
Nancy A. Lynch,Massachusetts Inst. of Technology,https://people.csail.mit.edu/lynch,LPTkkxUAAAAJ,0000-0000-0000-0000
Nancy Alonistioti,University of Athens,http://cgi.di.uoa.gr/~nancy,jIQo9VwAAAAJ,0000-0000-0000-0000
Nancy Doubleday,Rochester Inst. of Technology,https://www.rit.edu/gccis/igm/nancy-doubleday,NOSCHOLARPAGE,0000-0000-0000-0000
Nancy Fulda,Brigham Young University,https://science.byu.edu/directory/nancy-fulda,YDHWi5cAAAAJ,0000-0001-9391-8301
Nancy Hitschfeld,Universidad de Chile,https://www.dcc.uchile.cl/nancy,NOSCHOLARPAGE,0000-0003-4923-4679
Nancy Hitschfeld-Kahler,Universidad de Chile,https://www.dcc.uchile.cl/nancy,NOSCHOLARPAGE,0000-0003-4923-4679
Nancy J. Nersessian,Georgia Institute of Technology,http://www.cc.gatech.edu/aimosaic/faculty/nersessian,m201flcAAAAJ,0000-0000-0000-0000
Nancy Lan Guo,Binghamton University,https://www.binghamton.edu/computer-science/people/profile.html?id=nguo1,vNu3uO8AAAAJ,0000-0000-0000-0000
Nancy M. Amato,Univ. of Illinois at Urbana-Champaign,https://parasollab.web.illinois.edu/people/amato,AmaB9c4AAAAJ,0000-0000-0000-0000
Nancy S. Pollard,Carnegie Mellon University,http://www.cs.cmu.edu/~nsp,Lsr_-hsAAAAJ,0000-0001-6464-839X
Nandini Kannan,Plaksha University,https://plaksha.edu.in/faculty-details/dr-nandini-kannan,NOSCHOLARPAGE,0000-0000-0000-0000
Nandini Mukherjee,Jadavpur University,http://jaduniv.edu.in/profile.php?uid=875,cGTTsagAAAAJ,0000-0000-0000-0000
Nandita Bhattacharjee,Monash University,http://monash.edu/research/explore/en/persons/nandita-bhattacharjee(a68bc99c-8c24-4087-8a99-b796b7236f70).html,NOSCHOLARPAGE,0000-0000-0000-0000
Nandita Vijaykumar,University of Toronto,http://www.cs.toronto.edu/~nandita,y7erynoAAAAJ,0000-0003-3315-9336
Nandlal L. Sarda,IIT Bombay,https://www.cse.iitb.ac.in/~nls,NOSCHOLARPAGE,0000-0000-0000-0000
Nannan Li 0001,MUST,https://fie.must.edu.mo/id-1444/person/view/id-458.html?locale=en_US,gfIOQN0AAAAJ,0000-0000-0000-0000
Nannan Wang 0001,Xidian University,https://web.xidian.edu.cn/nnwang,SRBn7oUAAAAJ,0000-0002-4695-6134
Nanning Zheng 0001,Xi'an Jiaotong University,http://en.xjtu.edu.cn/info/1018/1640.htm,iqMe3p8AAAAJ,0000-0003-1608-8257
Nanpeng Yu,Univ. of California - Riverside,https://intra.ece.ucr.edu/~nyu,ruz2YrkAAAAJ,0000-0000-0000-0000
Nantheera Anantrasirichai,University of Bristol,https://pui-nantheera.github.io,40VEYswAAAAJ,0000-0000-0000-0000
Nanyang Ye 0001,Shanghai Jiao Tong University,https://ynysjtu.github.io,NOSCHOLARPAGE,0000-0000-0000-0000
Nanyun Peng 0001,Univ. of California - Los Angeles,http://vnpeng.net,XxRXvX0AAAAJ,0000-0002-8509-6595
Naoaki Okazaki,Tokyo Institute of Technology,http://www.nlp.c.titech.ac.jp/index.en.html,NOSCHOLARPAGE,0000-0000-0000-0000
Naoaki Yamanaka,Keio University,https://www.st.keio.ac.jp/en/tprofile/ics/yamanaka.html,ba8chIEAAAAJ,0000-0000-0000-0000
Naofumi Takagi,Kyoto University,http://www.lab3.kuis.kyoto-u.ac.jp/~ntakagi/ntakagi.html,NOSCHOLARPAGE,0000-0003-0016-7436
Naoki Kobayashi 0001,University of Tokyo,http://www-kb.is.s.u-tokyo.ac.jp/~koba,bhZQ7FEAAAAJ,0000-0002-0537-0604
Naoki Yoshinaga 0001,University of Tokyo,http://www.tkl.iis.u-tokyo.ac.jp/~ynaga,exgkDkcAAAAJ,0000-0000-0000-0000
Naomi Feldman,Univ. of Maryland - College Park,https://users.umiacs.umd.edu/~nhf,FvRFQZ8AAAAJ,0000-0001-9988-7497
Naomi H. Feldman,Univ. of Maryland - College Park,https://users.umiacs.umd.edu/~nhf,FvRFQZ8AAAAJ,0000-0000-0000-0000
